"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_xx_causas_externas_de_morbidade_e_de_mortalidade","internacoes_neonatais_totais"
"230870",2023,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,83
"230880",2012,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20
"230880",2013,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"230880",2014,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
"230880",2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"230880",2016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"230880",2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230880",2018,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"230880",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"230880",2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"230880",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"230880",2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"230880",2023,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24
"230890",2012,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"230890",2013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230890",2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230890",2015,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"230890",2016,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
"230890",2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230890",2018,10,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41
"230890",2019,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34
"230890",2020,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"230890",2021,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45
"230890",2022,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"230890",2023,6,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,45
"230900",2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"230900",2013,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17
"230900",2014,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"230900",2015,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"230900",2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230900",2017,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"230900",2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"230900",2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230900",2020,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"230900",2021,7,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40
"230900",2022,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
"230900",2023,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"230910",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"230910",2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230910",2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16
"230910",2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
"230910",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29
"230910",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27
"230910",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,38
"230910",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27
"230910",2022,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25
"230910",2023,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36
"230910",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"230910",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"230920",2014,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"230920",2015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230920",2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27
"230920",2017,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"230920",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"230920",2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"230920",2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
"230920",2021,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"230920",2022,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"230920",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45
"230920",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"230920",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"230930",2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"230930",2013,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"230930",2014,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"230930",2015,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"230930",2016,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45
"230930",2017,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"230930",2018,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"230930",2019,3,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63
"230930",2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"230930",2021,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"230930",2022,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
"230930",2023,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78
"230940",2012,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"230940",2013,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"230940",2014,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"230940",2015,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
"230940",2016,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"230940",2017,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"230940",2018,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68
"230940",2019,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"230940",2020,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"230940",2021,10,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,81
"230940",2022,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"230940",2023,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"230945",2012,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32
"230945",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43
"230945",2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"230945",2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"230945",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"230945",2021,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67
"230945",2022,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,54
"230945",2023,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,62
"230945",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"230945",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"230945",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"230945",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"230950",2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"230950",2013,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230950",2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"230950",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"230950",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"230950",2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"230950",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"230950",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"230950",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"230950",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"230950",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"230950",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"230960",2012,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80
"230960",2013,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,81
"230960",2014,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84
"230960",2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
"230960",2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
"230960",2017,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,141
"230960",2018,3,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,139
"230960",2019,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,168
"230960",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150
"230960",2021,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,122
"230960",2022,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,119
"230960",2023,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,101
"230970",2012,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"230970",2013,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"230970",2014,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,131
"230970",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"230970",2016,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,152
"230970",2017,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,186
"230970",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172
"230970",2019,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,175
"230970",2020,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172
"230970",2021,5,0,1,0,1,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,256
"230970",2022,1,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,232
"230970",2023,0,0,3,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,218
"230980",2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230980",2013,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32
"230980",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230980",2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"230980",2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31
"230980",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"230980",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31
"230980",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20
"230980",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29
"230980",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19
"230980",2023,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31
"230980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"230990",2012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"230990",2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"230990",2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"230990",2015,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
"230990",2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"230990",2018,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"230990",2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"230990",2020,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"230990",2022,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"230990",2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"230990",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"230990",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"231000",2012,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14
"231000",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"231000",2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"231000",2018,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,19
"231000",2021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
"231000",2022,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19
"231000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"231000",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"231000",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"231000",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"231000",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"231000",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"231010",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"231010",2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"231010",2018,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19
"231010",2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
"231010",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
"231010",2022,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"231010",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37
"231010",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"231010",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"231010",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"231010",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"231010",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"231020",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39
"231020",2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
"231020",2015,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,66
"231020",2016,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79
"231020",2017,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,95
"231020",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,85
"231020",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70
"231020",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,81
"231020",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,113
"231020",2022,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,99
"231020",2023,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,62
"231020",2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"231025",2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"231025",2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"231025",2017,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"231025",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
"231025",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,88
"231025",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74
"231025",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,81
"231025",2022,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,73
"231025",2023,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,69
"231025",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"231025",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
"231025",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
"231030",2012,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"231030",2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
"231030",2014,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"231030",2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"231030",2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
"231030",2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"231030",2019,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,117
"231030",2020,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"231030",2021,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"231030",2022,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,43
"231030",2023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"231030",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"231040",2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"231040",2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"231040",2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"231040",2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"231040",2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"231040",2023,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21
"231040",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"231040",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"231040",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"231040",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"231040",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"231040",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"231050",2012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42
"231050",2013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49
"231050",2014,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,43
"231050",2015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
"231050",2016,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,50
"231050",2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
"231050",2019,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,53
"231050",2020,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"231050",2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64
"231050",2022,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65
"231050",2023,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"231050",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"231060",2013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"231060",2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"231060",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"231060",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"231060",2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"231060",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"231060",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"231060",2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"231060",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"231060",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"231060",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"231060",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"231070",2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,35
"231070",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46
"231070",2015,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56
"231070",2016,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,60
