ano,codmunres,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia
2021,110026,1,1,2,43,1,183.3082,198.6683,52.5761,2994.3375,0,198.6683,52.5761,2994.3375,183.3082,0,52.5761,0,47,52.5761,198.6683,52.5761,48,47,110002,43,91.5,110020,2,4.3,110015,1,2.1,2515504,18,CASA DE SAUDE BOM JESUS ARIQUEMES
2021,110028,645,0,147,4,20,483.308,66.0793,54.949,0,483.308,108.6291,0,0,0,47.7899,54.949,0,171,66.0793,483.308,48.1999,816,171,110004,71,41.5,110018,47,27.5,110020,20,11.7,2516047,46,HOSPITAL E MATERNIDADE SAO FRANCISCO PIMENTA BUENO
2021,110029,0,0,12,65,1,502.9059,86.85,21.6441,0,502.9059,0,0,0,0,86.85,21.6441,0,78,21.6441,502.9059,21.6441,78,78,110028,64,82.1,110018,11,14.1,110001,1,1.3,2495228,57,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2021,110030,1498,23,65,1,36,705.4261,226.18,115.7695,354.8932,705.4261,226.18,0,757.296,508.6442,216.2617,115.7695,120.6014,125,372.62,705.4261,201.2232,1623,125,110020,35,28,110018,26,20.8,110015,21,16.8,4001303,32,HOSPITAL DE BASE PORTO VELHO
2021,110032,242,0,69,25,8,495.8434,51.3881,157.5451,0,495.8434,0,157.5451,0,0,51.3881,157.5451,0,102,135.068,495.8434,110.5588,344,102,110014,24,23.5,110012,23,22.5,110004,12,11.8,2808633,24,HOSPITAL MUNICIPAL ANCELMO BIANCHINI
2021,110033,15,4,89,348,13,485.5172,179.7404,48.6625,435.8329,473.2172,301.9874,280.4512,0,485.5172,179.7404,48.6625,435.8329,454,48.6625,280.4512,48.6625,469,454,110010,323,71.1,110045,75,16.5,110020,25,5.5,2515768,321,HOSPITAL BOM PASTOR GUAJARAMIRIM
2021,110034,128,1,6,63,2,390.5869,140.7629,88.9952,844.6995,428.0251,0,88.9952,844.6995,353.1487,140.7629,88.9952,0,72,88.9952,88.9952,88.9952,200,72,110012,46,63.9,110015,12,16.7,110018,3,4.2,2495279,32,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2021,110037,2,0,29,107,5,538.3252,88.1306,57.0634,0,538.3252,88.1306,0,0,0,88.1306,57.0634,0,141,57.0634,538.3252,57.0634,143,141,110028,102,72.3,110004,17,12.1,110018,7,5,2495228,98,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2021,110040,11,0,18,192,3,335.9706,208.0819,59.5028,0,0,208.0819,59.5028,0,335.9706,148.0167,59.5028,0,213,59.5028,208.0819,59.5028,224,213,110002,187,87.8,110020,17,8,110045,5,2.3,2494299,87,HOSPITAL REGIONAL DE ARIQUEMES
2021,110045,499,0,14,28,1,259.2834,231.375,130.9638,0,0,231.375,130.9638,0,259.2834,0,130.9638,0,43,130.9638,231.375,130.9638,542,43,110002,28,65.1,110020,14,32.6,110015,1,2.3,4001303,14,HOSPITAL DE BASE PORTO VELHO
2021,110050,0,0,20,62,2,478.6375,93.4408,28.2348,0,478.6375,0,0,0,0,93.4408,28.2348,0,84,28.2348,478.6375,28.2348,84,84,110028,56,66.7,110018,8,9.5,110004,6,7.1,2495228,51,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2021,110060,0,0,6,53,1,108.7894,163.4597,63.566,0,0,260.348,63.566,0,108.7894,66.5713,63.566,0,60,63.566,63.566,63.566,60,60,110002,52,86.7,110011,3,5,110020,3,5,2494299,17,HOSPITAL REGIONAL DE ARIQUEMES
2021,110070,2,1,3,127,0,0,306.996,61.6844,3548.2486,0,306.996,110.2141,3548.2486,0,196.3155,61.6844,0,131,61.6844,306.996,61.6844,133,131,110045,85,64.9,110002,42,32.1,110020,2,1.5,5915104,58,CLINICA PRO LIFE
2021,110080,6,1,15,326,5,355.8853,182.243,26.4206,534.662,0,0,26.4206,534.662,355.8853,182.243,26.4206,0,347,26.4206,26.4206,26.4206,353,347,110020,326,93.9,110002,12,3.5,110045,3,0.9,4001303,147,HOSPITAL DE BASE PORTO VELHO
2021,110090,1,0,7,29,0,0,81.735,59.2458,0,0,81.735,0,0,0,102.2833,59.2458,0,36,59.2458,81.735,59.2458,37,36,110028,29,80.6,110004,4,11.1,110018,3,8.3,2495228,28,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2021,110092,8,0,52,92,0,0,142.0344,115.7695,0,0,182.0298,115.7695,0,0,142.0344,115.7695,0,144,115.7695,115.7695,142.0344,152,144,110030,92,63.9,110018,38,26.4,110009,6,4.2,2798484,88,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2021,110094,17,0,32,186,8,272.5108,223.1,120.3237,0,0,223.1,120.3237,0,272.5108,215.9688,120.3237,0,226,120.3237,223.1,120.3237,243,226,110002,179,79.2,110020,29,12.8,110045,7,3.1,2494299,89,HOSPITAL REGIONAL DE ARIQUEMES
2021,110100,3,0,12,90,0,0,171.2646,25.6341,0,0,307.1013,0,0,0,110.3194,25.6341,0,102,25.6341,307.1013,25.6341,105,102,110011,59,57.8,110015,26,25.5,110002,6,5.9,2808609,46,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2021,110110,3,0,34,81,2,509.2164,89.1046,114.4831,0,591.0546,89.1046,114.4831,0,427.3783,89.1046,114.4831,0,117,114.4831,114.4831,114.4831,120,117,110020,81,69.2,110002,34,29.1,110009,1,0.9,3970442,40,HOSPITAL MATERNIDADE MAE ESPERANCA
2021,110120,0,0,0,64,1,457.4312,0,49.096,0,457.4312,0,49.096,0,0,0,49.096,0,65,49.096,49.096,49.096,65,65,110004,62,95.4,110018,2,3.1,110020,1,1.5,2496046,41,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2021,110130,45,0,1,100,7,389.4879,254.4187,64.4156,0,389.4879,0,107.3259,0,314.5965,254.4187,64.4156,0,108,64.4156,389.4879,64.4156,153,108,110015,80,74.1,110012,19,17.6,110020,6,5.6,2496879,45,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2021,110140,0,0,8,165,2,186.6118,255.0741,58.2922,0,0,255.0741,58.2922,0,186.6118,0,58.2922,0,175,58.2922,58.2922,58.2922,175,175,110002,142,81.1,110045,21,12,110020,8,4.6,2494299,70,HOSPITAL REGIONAL DE ARIQUEMES
2021,110143,2,0,0,80,3,370.6078,0,45.5355,0,370.6078,0,0,0,173.8259,0,45.5355,0,83,45.5355,370.6078,45.5355,85,83,110015,64,77.1,110130,13,15.7,110012,3,3.6,2496879,41,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2021,110145,0,0,25,15,0,0,99.857,82.8859,0,0,0,0,0,0,99.857,82.8859,0,40,99.857,0,99.857,40,40,110018,17,42.5,110028,15,37.5,110009,7,17.5,2495228,13,HOSPITAL MUNICIPAL JOAO AMELIO DA SILVA
2021,110146,2,0,0,38,2,852.3394,0,131.0168,0,852.3394,0,131.0168,0,0,0,131.0168,0,40,131.0168,131.0168,131.0168,42,40,110030,37,92.5,110020,2,5,110005,1,2.5,2798484,35,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2021,110147,0,0,0,40,0,0,0,28.147,0,0,0,0,0,0,0,28.147,0,40,28.147,0,28.147,40,40,110018,26,65,110009,10,25,110004,4,10,2496534,16,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO
2021,110148,1,1,1,42,0,0,49.451,58.543,4377.2593,0,0,0,4377.2593,0,49.451,58.543,0,44,58.543,4377.2593,58.543,45,44,110004,20,45.5,110018,14,31.8,110009,8,18.2,2496046,12,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2021,110149,224,0,47,4,9,605.0342,266.7359,79.0308,0,605.0342,266.7359,0,0,0,266.7359,79.0308,0,60,266.7359,605.0342,266.7359,284,60,110012,18,30,110020,9,15,110004,8,13.3,2495279,12,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2021,110150,106,0,50,22,2,541.0163,93.411,79.0308,0,541.0163,202.718,0,0,0,93.411,79.0308,0,74,79.0308,371.8671,79.0308,180,74,110149,22,29.7,110032,17,23,110014,14,18.9,7218656,22,HOSPITAL REGIONAL DE SAO FRANCISCO
2021,110155,0,0,0,47,3,363.5254,0,30.7192,0,363.5254,0,0,0,336.9938,0,30.7192,0,50,30.7192,363.5254,30.7192,50,50,110015,43,86,110012,3,6,110002,1,2,2496879,18,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2021,110160,0,0,10,73,0,0,106.2694,32.9319,0,0,314.5385,0,0,0,89.9183,32.9319,0,83,32.9319,314.5385,32.9319,83,83,110011,51,61.4,110015,19,22.9,110002,5,6,2808609,46,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2021,110170,9,0,1,146,5,397.7961,207.7906,64.99,0,397.7961,0,55.2905,0,249.9344,207.7906,64.99,0,152,64.99,397.7961,64.99,161,152,110015,95,62.5,110012,34,22.4,110034,8,5.3,2496879,41,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2021,110175,2,0,30,43,0,0,100.1099,77.3936,0,0,328.4461,0,0,0,100.1099,77.3936,0,73,100.1099,328.4461,100.1099,75,73,110011,23,31.5,110002,22,30.1,110015,15,20.5,2808609,21,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2021,110180,0,0,0,68,4,352.2697,0,36.1885,0,352.2697,0,0,0,277.3783,0,36.1885,0,72,36.1885,352.2697,36.1885,72,72,110015,58,80.6,110012,9,12.5,110020,3,4.2,2496879,34,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2021,120000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,120050,1,100,,,,,,,2000865,1,HOSPITAL JOAO CANCIO FERNANDES
2021,120001,17,3,1,230,0,0,533.4166,121.0182,392.3086,0,0,121.0182,0,0,533.4166,121.0182,392.3086,234,121.0182,121.0182,121.0182,251,234,120040,229,97.9,110020,3,1.3,120045,1,0.4,2000733,127,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120005,133,0,37,101,0,0,344.5089,111.0253,0,0,344.5089,0,0,0,344.5089,111.0253,0,138,111.0253,344.5089,111.0253,271,138,120010,101,73.2,120040,33,23.9,120050,3,2.2,2001500,101,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2021,120010,460,0,65,0,0,0,234.3166,0,0,0,234.3166,0,0,0,234.3166,0,0,65,234.3166,234.3166,234.3166,525,65,120040,64,98.5,120060,1,1.5,,,,2000733,37,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120013,2,0,0,249,0,0,0,26.1739,0,0,0,26.1739,0,0,0,26.1739,0,249,26.1739,26.1739,26.1739,251,249,120040,247,99.2,120050,2,0.8,,,,2000733,152,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120017,1,1,0,213,0,0,0,82.2347,4026.4334,0,0,82.2347,4026.4334,0,0,82.2347,0,214,82.2347,82.2347,82.2347,215,214,120040,208,97.2,120045,5,2.3,420540,1,0.5,2000733,155,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120020,1768,3,14,9,0,0,636.8377,33.3976,3529.4346,0,636.8377,0,3529.4346,0,636.8377,33.3976,3132.1688,26,636.8377,636.8377,636.8377,1794,26,120040,14,53.8,120042,4,15.4,120060,3,11.5,2000733,9,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120025,1,1,45,257,0,0,230.9522,5.8382,702.25,0,230.9522,0,0,0,230.9522,5.8382,702.25,303,5.8382,230.9522,5.8382,304,303,120010,255,84.2,120040,45,14.9,120070,2,0.7,2001500,255,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2021,120030,727,2,45,115,0,0,363.9453,51.3743,404.0636,0,363.9453,0,0,0,363.9453,51.3743,404.0636,162,51.3743,363.9453,51.3743,889,162,120060,90,55.6,120040,42,25.9,120020,25,15.4,2000121,89,HOSPITAL DR SANSAO GOMES
2021,120032,177,0,66,53,0,0,226.9878,635.668,0,0,0,635.668,0,0,226.9878,635.668,0,119,226.9878,635.668,226.9878,296,119,120060,62,52.1,120040,53,44.5,120020,4,3.4,2000121,62,HOSPITAL DR SANSAO GOMES
2021,120033,52,0,4,323,0,0,659.6993,33.3976,0,0,659.6993,0,0,0,659.6993,33.3976,0,327,33.3976,659.6993,33.3976,379,327,120020,323,98.8,120040,4,1.2,,,,2000296,323,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120034,133,1,1,141,0,0,197.334,227.2886,1068.957,0,0,227.2886,0,0,197.334,227.2886,1068.957,143,227.2886,227.2886,227.2886,276,143,120040,91,63.6,120050,49,34.3,110015,1,0.7,2000733,68,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120035,233,0,5,205,0,0,635.668,72.9459,0,0,0,0,0,0,635.668,72.9459,0,210,72.9459,0,72.9459,443,210,120020,204,97.1,120040,5,2.4,120060,1,0.5,2000296,204,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120038,32,1,1,248,0,0,276.5058,84.7061,459.0053,0,0,84.7061,0,0,276.5058,84.7061,459.0053,250,84.7061,84.7061,84.7061,282,250,120040,247,98.8,110020,1,0.4,120010,1,0.4,2000733,168,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120039,143,0,1,194,0,0,689.0277,76.8519,0,0,689.0277,0,0,0,0,76.8519,0,195,76.8519,689.0277,76.8519,338,195,120020,193,99,120033,1,0.5,120040,1,0.5,2000296,193,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120040,5637,12,14,3,0,0,636.8377,144.0117,2004.7875,0,0,0,3705.4026,0,636.8377,144.0117,916.6422,29,636.8377,3705.4026,636.8377,5666,29,120020,9,31,120060,4,13.8,120050,3,10.3,2000296,9,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120042,29,0,0,306,0,0,0,16.0712,0,0,0,0,0,0,0,16.0712,0,306,16.0712,0,16.0712,335,306,120020,301,98.4,120033,5,1.6,,,,2000296,300,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120043,117,0,0,61,0,0,0,320.2905,0,0,0,320.2905,0,0,0,320.2905,0,61,320.2905,320.2905,320.2905,178,61,120040,40,65.6,120034,12,19.7,120050,9,14.8,2000733,32,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120045,17,0,0,375,0,0,0,21.0835,0,0,0,21.0835,0,0,0,21.0835,0,375,21.0835,21.0835,21.0835,392,375,120040,373,99.5,120038,1,0.3,120050,1,0.3,2000733,234,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120050,580,2,1,176,0,0,379.2818,144.0117,3365.2216,0,0,144.0117,3365.2216,0,379.2818,144.0117,0,179,144.0117,144.0117,144.0117,759,179,120040,175,97.8,120010,1,0.6,120080,1,0.6,2000733,136,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120060,1098,0,19,57,0,0,411.4449,228.1575,0,0,411.4449,0,0,0,411.4449,228.1575,0,76,228.1575,411.4449,228.1575,1174,76,120020,56,73.7,120040,18,23.7,120030,1,1.3,2000296,56,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2021,120070,51,0,167,108,0,0,187.1862,71.7264,0,0,187.1862,0,0,0,187.1862,71.7264,0,275,187.1862,187.1862,187.1862,326,275,120040,165,60,120010,108,39.3,120020,1,0.4,2000733,134,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,120080,1,0,0,353,0,0,0,60.4966,0,0,0,60.4966,0,0,0,60.4966,0,353,60.4966,60.4966,60.4966,354,353,120040,352,99.7,120050,1,0.3,,,,2000733,214,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2021,130000,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,26,130260,24,92.3,120040,1,3.8,330455,1,3.8,3004104,16,MATERNIDADE AZILDA DA SILVA MARREIRO
2021,130002,362,0,0,82,1,673.2232,0,11.2304,0,0,0,0,0,673.2232,0,11.2304,0,83,11.2304,0,11.2304,445,83,130420,82,98.8,130260,1,1.2,,,,2016141,82,HOSPITAL REGIONAL DE TEFE
2021,130006,270,0,0,15,0,0,0,154.8173,0,0,0,0,0,0,0,154.8173,0,15,154.8173,0,154.8173,285,15,130390,11,73.3,130406,3,20,130370,1,6.7,2018128,10,UNIDADE HOSPITALAR DE SAO PAULO DE OLIVENCA
2021,130008,142,0,16,22,0,0,218.9584,316.1265,0,0,218.9584,0,0,0,218.9584,316.1265,0,38,218.9584,218.9584,218.9584,180,38,130250,16,42.1,130260,16,42.1,130010,3,7.9,2013258,16,HOSPITAL GERAL DE MANACAPURU
2021,130010,229,0,24,9,0,0,255.2778,70.2874,0,0,255.2778,0,0,0,255.2778,70.2874,0,33,255.2778,255.2778,255.2778,262,33,130260,24,72.7,130130,4,12.1,130250,3,9.1,3151794,9,MATERNIDADE DE REFERENCIA ANA BRAGA
2021,130014,281,8,0,1,0,0,0,400.1536,762.1828,0,0,0,604.6935,0,0,400.1536,762.1828,9,762.1828,604.6935,762.1828,290,9,110012,2,22.2,110002,1,11.1,110004,1,11.1,2495279,2,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2021,130020,183,2,0,82,4,1613.7669,0,38.3099,2319.0998,1613.7669,0,0,0,1613.7669,0,38.3099,2319.0998,88,38.3099,1613.7669,38.3099,271,88,130406,47,53.4,130060,35,39.8,130260,4,4.5,7459831,46,MATERNIDADE ENFERMEIRA CELINA VILLACREZ RUIZ
2021,130030,857,0,0,90,3,105.3377,0,146.5208,0,0,0,146.5208,0,105.3377,0,146.5208,0,93,146.5208,146.5208,146.5208,950,93,130260,86,92.5,130310,3,3.2,130080,2,2.2,3151794,44,MATERNIDADE DE REFERENCIA ANA BRAGA
2021,130040,483,7,9,8,0,0,594.4243,409.2514,465.3617,0,0,409.2514,0,0,594.4243,409.2514,465.3617,24,465.3617,409.2514,533.9058,507,24,130260,8,33.3,130320,8,33.3,140010,5,20.8,2708922,8,UNIDADE HOSPITALAR DE NOVO AIRAO
2021,130050,708,0,2,222,7,485.0043,450.9016,50.4066,0,485.0043,0,50.4066,0,485.0043,450.9016,50.4066,0,231,50.4066,50.4066,50.4066,939,231,130340,215,93.1,130260,7,3,130068,6,2.6,2016893,146,HOSPITAL PADRE COLOMBO
2021,130060,978,0,1,70,6,1584.189,925.4142,8.732,0,1584.189,0,0,0,1584.189,925.4142,8.732,0,77,8.732,1584.189,8.732,1055,77,130406,70,90.9,130260,6,7.8,130420,1,1.3,7459831,68,MATERNIDADE ENFERMEIRA CELINA VILLACREZ RUIZ
2021,130063,534,0,28,27,0,0,257.8679,51.3641,0,0,257.8679,0,0,0,257.8679,51.3641,0,55,257.8679,257.8679,257.8679,589,55,130260,28,50.9,130250,13,23.6,130008,9,16.4,3151794,14,MATERNIDADE DE REFERENCIA ANA BRAGA
2021,130068,260,0,4,30,3,375.8058,99.7023,94.8347,0,375.8058,0,119.1932,0,0,99.7023,62.1128,0,37,99.7023,247.4995,99.7023,297,37,130340,15,40.5,130290,14,37.8,130190,4,10.8,2018144,14,HOSPITAL DE MAUES DONA MUNDIQUINHA
2021,130070,543,229,0,0,0,0,0,0,223.1406,0,0,0,223.1406,0,0,0,366.7185,229,223.1406,223.1406,366.7185,772,229,120040,130,56.8,120050,99,43.2,,,,2000865,98,HOSPITAL JOAO CANCIO FERNANDES
2021,130080,689,0,1,1,195,89.8638,457.2313,294.6831,0,322.9488,0,0,0,89.8638,457.2313,294.6831,0,197,89.8638,322.9488,89.8638,886,197,130310,170,86.3,130260,24,12.2,130030,1,0.5,2011905,170,UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE
2021,130083,169,0,16,20,0,0,184.1843,94.6299,0,0,184.1843,0,0,0,184.1843,94.6299,0,36,94.6299,184.1843,94.6299,205,36,130250,17,47.2,130260,16,44.4,130008,2,5.6,2013258,17,HOSPITAL GERAL DE MANACAPURU
2021,130090,185,11,1,0,1,225.5674,864.9593,0,415.8571,0,0,0,415.8571,225.5674,864.9593,0,415.8571,13,415.8571,415.8571,415.8571,198,13,110020,10,76.9,110045,1,7.7,130170,1,7.7,4001303,7,HOSPITAL DE BASE PORTO VELHO
