uf,cod_uf,ano,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total
Amazonas,13,2015,74965,668,497,3386,563,267.9083,101.5978,80.6207,205.3184,322.9488,101.5978,125.9933,223.1406,267.9083,101.5978,65.2453,56.0639,5114,101.5978,125.9933,89.8638,80097
Amazonas,13,2016,71174,617,754,3582,551,267.9083,101.5978,50.4066,205.3184,337.0199,101.5978,125.7539,223.1406,267.9083,101.5978,50.4066,21.8444,5504,101.5978,125.9933,80.6207,76703
Amazonas,13,2017,72294,678,587,3838,652,267.9083,101.5978,65.2453,205.3184,337.0199,101.5978,125.7539,223.1406,267.9083,101.5978,50.4066,21.8444,5755,101.5978,125.9933,89.8638,78066
Amazonas,13,2018,72212,697,684,3798,671,267.9083,101.5978,65.2453,223.1406,322.9488,130.5185,125.7539,223.1406,267.9083,101.5978,50.4066,223.1406,5850,101.5978,125.9933,89.8638,78087
Amazonas,13,2019,72005,707,667,3633,598,267.9083,101.5978,50.4066,223.1406,332.0211,130.5185,125.7539,223.1406,267.9083,101.5978,50.4066,223.1406,5605,100.1685,125.9933,89.8638,77622
Amazonas,13,2020,70742,683,433,3250,491,267.9083,130.5185,65.2453,223.1406,347.9434,116.0582,125.7539,271.9164,267.9083,130.5185,50.4066,100.1685,4857,89.8638,125.9933,80.6207,75635
Amazonas,13,2021,73144,770,494,3389,633,267.9083,130.5185,51.3641,223.1406,332.0211,130.5185,80.6207,223.1406,267.9083,130.5185,50.4066,100.1685,5286,89.8638,125.9933,80.6207,78454
Amazonas,13,2022,67795,606,437,3062,617,267.9083,130.5185,50.4066,205.3184,366.7471,157.3514,80.6207,223.1406,89.8638,101.5978,38.3099,21.8444,4722,89.8638,119.1932,70.4762,72519
Amazonas,13,2023,65498,693,413,3209,629,322.9488,101.5978,50.4066,205.3184,347.9434,130.5185,80.6207,223.1406,198.4609,101.5978,42.6728,100.1685,4944,80.6207,125.7539,50.4066,70453
Amazonas,13,2024,57145,622,388,2680,536,322.9488,161.4096,50.4066,223.1406,438.6758,218.9584,80.6207,223.1406,89.8638,130.5185,50.4066,100.1685,4226,89.8638,125.9933,57.5303,61376
Roraima,14,2012,7958,43,979,1621,0,0,296.6059,124.1228,660.7109,0,0,0,864.1031,0,296.6059,124.1228,601.4923,2643,138.9928,864.1031,138.9928,10601
Roraima,14,2013,7864,42,987,1917,0,0,296.6059,124.1228,864.1031,0,0,0,864.1031,0,296.6059,124.1228,864.1031,2946,138.9928,864.1031,138.9928,10814
Roraima,14,2014,8246,30,925,1917,0,0,296.6059,124.1228,864.1031,0,296.6059,71.9126,4028.5766,0,296.6059,124.1228,631.1016,2872,138.9928,303.1406,138.9928,11120
Roraima,14,2015,8552,27,758,2074,0,0,138.9928,124.1228,1191.1071,0,296.6059,27.3561,3591.899,0,138.9928,124.1228,1191.1071,2859,138.9928,296.6059,138.9928,11412
Roraima,14,2016,8668,28,602,2078,0,0,138.9928,124.1228,864.1031,0,296.6059,214.2142,3591.899,0,138.9928,124.1228,770.6303,2708,138.9928,296.6059,138.9928,11376
Roraima,14,2017,8882,37,616,2202,0,0,138.9928,124.1228,725.182,0,351.4963,85.1853,4129.5917,0,138.9928,124.1228,639.3249,2855,138.9928,601.4923,138.9928,11737
Roraima,14,2018,10408,49,604,2283,0,0,138.9928,124.1228,864.1031,0,296.6059,27.3561,4028.4097,0,138.9928,124.1228,619.7831,2936,138.9928,864.1031,138.9928,13344
Roraima,14,2019,11288,50,575,2707,0,0,138.9928,124.1228,864.1031,0,138.9928,58.6398,864.1031,0,138.9928,124.1228,864.1031,3332,127.2469,663.3371,127.2469,14620
Roraima,14,2020,10664,27,518,2551,0,0,138.9928,124.1228,864.1031,0,351.4963,58.6398,864.1031,0,138.9928,124.1228,934.5445,3096,127.2469,104.654,127.2469,13760
Roraima,14,2021,10488,48,620,2745,0,0,138.9928,124.1228,864.1031,0,138.9928,58.6398,3941.4393,0,138.9928,124.1228,864.1031,3413,138.9928,351.4963,138.9928,13901
Roraima,14,2022,9913,44,592,2542,0,0,296.6059,124.1228,864.1031,0,0,169.1685,864.1031,0,296.6059,124.1228,864.1031,3178,138.9928,864.1031,127.2469,13091
Roraima,14,2023,9902,38,565,2600,0,0,138.9928,124.1228,911.3309,0,296.6059,91.3813,2731.6174,0,138.9928,124.1228,887.717,3203,138.9928,864.1031,138.9928,13105
Roraima,14,2024,8194,32,516,2409,0,0,138.9928,124.1228,864.1031,0,0,0,2046.5144,0,138.9928,124.1228,704.2087,2957,138.9928,2046.5144,138.9928,11151
Pará,15,2012,108289,1963,2970,20106,4509,114.6531,157.7694,31.2385,233.2105,114.6531,161.1494,20.8434,243.5271,106.0903,130.051,36.869,167.1965,29548,56.6451,65.9178,51.503,137837
Pará,15,2013,108914,2071,3023,20249,5156,115.225,157.7694,25.8901,206.3682,116.0377,161.1494,19.8355,243.5271,106.0903,130.0303,41.8492,168.826,30499,56.4153,63.5412,55.0853,139416
Pará,15,2014,111408,2313,3544,20722,5515,114.6531,157.7694,31.6384,206.3682,124.3423,161.1494,19.8355,236.3027,104.0193,131.7445,42.6202,200.481,32094,61.4385,64.8821,56.6672,143503
Pará,15,2015,110630,2399,3917,20563,6148,114.6531,157.7694,34.2419,207.6456,125.4156,161.1494,19.8355,246.0827,98.1645,116.0826,48.0748,200.481,33027,64.8821,65.9178,61.4385,143657
Pará,15,2016,105443,2268,3793,19646,6530,115.225,157.7694,34.2419,207.6456,125.4156,161.1494,19.8355,241.551,98.1645,104.9049,48.9225,200.481,32237,64.8821,71.4109,63.5412,137681
Pará,15,2017,105968,2366,3729,19703,6917,116.0377,157.7694,31.2385,200.481,125.4156,161.1494,19.8355,234.7566,103.1025,100.0926,48.0748,200.481,32715,64.8821,73.0793,61.4385,138684
Pará,15,2018,107062,2651,3957,20864,7285,118.5261,157.7694,34.2419,207.6456,125.4156,157.7694,19.8355,200.481,104.3952,116.7567,48.0748,207.6456,34757,65.9178,65.9178,61.4385,141819
Pará,15,2019,104114,2523,3149,21521,7034,125.4156,157.7694,34.8642,207.6456,128.9269,161.1494,20.778,236.3027,106.0903,124.0646,48.3866,206.3682,34227,64.8821,66.5133,56.6672,138341
Pará,15,2020,100263,2182,3055,21458,5979,116.0377,145.1726,36.9037,243.5271,125.4156,157.7694,23.9948,233.2105,106.0903,116.7567,51.7757,324.996,32674,63.5412,65.8064,56.83,132938
Pará,15,2021,103907,2205,3045,21564,6408,125.4156,145.1726,36.8388,243.5271,128.9269,157.7694,23.9948,236.3027,115.3531,116.7567,51.7757,352.2653,33222,64.8821,64.8821,60.981,137129
Pará,15,2022,94869,2185,3096,20991,6859,128.9269,145.1726,36.1085,243.5271,125.4156,159.75,23.9948,243.5271,131.1177,124.9035,51.7905,207.6456,33131,65.8064,65.9178,61.4385,128000
Pará,15,2023,92482,2330,3197,21004,7138,131.1177,161.1494,36.9037,243.5271,138.9615,161.1494,28.414,243.5271,131.1177,157.7694,51.7757,207.6456,33669,69.6531,71.4109,61.4385,126152
Pará,15,2024,82984,2092,3017,18909,6505,138.9615,161.1494,40.6174,200.481,141.6441,161.1494,28.414,200.481,128.9269,163.7795,51.7905,168.826,30523,71.4109,71.4109,68.8901,113507
Amapá,16,2012,12673,52,1159,1010,0,0,21.3422,115.9282,243.5271,0,21.3422,115.9282,1609.6813,0,168.8567,27.0658,134.4559,2221,34.7156,101.9617,27.0658,14895
Amapá,16,2013,13031,31,1458,1189,0,0,21.3422,115.9282,395.62,0,21.3422,20.5911,441.8932,0,34.7156,115.9282,264.5521,2678,34.7156,21.3422,115.9282,15710
Amapá,16,2014,13540,25,1453,1253,0,0,21.3422,115.9282,441.8932,0,21.3422,137.7511,441.8932,0,34.7156,115.9282,264.5521,2731,34.7156,21.3422,95.5823,16271
Amapá,16,2015,13071,40,1454,1182,0,0,21.3422,101.9617,441.8932,0,21.3422,137.7511,568.1906,0,34.7156,101.9617,264.5521,2676,34.7156,21.3422,34.7156,15750
Amapá,16,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amapá,16,2017,12612,46,1573,1168,0,0,21.3422,115.9282,277.3197,0,21.3422,115.9282,441.8932,0,34.7156,115.9282,264.5521,2787,34.7156,21.3422,34.7156,15399
Amapá,16,2018,12788,36,1633,1407,0,0,21.3422,115.9282,264.5521,0,21.3422,20.5911,444.2052,0,34.7156,115.9282,188.9915,3076,34.7156,21.3422,115.9282,15864
Amapá,16,2019,12285,39,1634,1398,0,0,21.3422,115.9282,473.5482,0,21.3422,115.9282,2197.5526,0,213.3079,27.0658,264.5521,3071,34.7156,101.9617,27.0658,15356
Amapá,16,2020,11595,46,1623,1369,0,0,21.3422,115.9282,439.4698,0,21.3422,115.9282,1926.5847,0,231.4122,27.0658,264.5521,3038,34.7156,101.9617,27.0658,14633
Amapá,16,2021,11860,55,1693,1385,0,0,21.3422,115.9282,268.8689,0,21.3422,115.9282,1423.3239,0,170.2853,27.0658,264.5521,3133,34.7156,101.9617,27.0658,14993
Amapá,16,2022,10835,22,1502,1256,0,0,21.3422,115.9282,457.7207,0,21.3422,115.9282,721.8363,0,21.3422,27.0658,266.7105,2780,34.7156,101.9617,27.0658,13615
Amapá,16,2023,10125,23,1578,1222,0,0,21.3422,115.9282,694.488,0,21.3422,115.9282,2636.3812,0,34.7156,27.0658,264.5521,2823,34.7156,101.9617,27.0658,12948
Amapá,16,2024,9398,15,1488,1100,0,0,21.3422,115.9282,931.9078,0,21.3422,115.9282,3260.647,0,34.7156,101.9617,287.9256,2603,34.7156,34.7156,44.4895,12001
Tocantins,17,2012,13569,1033,2139,7346,308,220.6696,131.1533,62.0941,65.3903,402.7451,131.1533,73.7345,123.1933,220.6696,127.4369,53.7919,54.3185,10826,73.7345,97.3415,68.2323,24395
Tocantins,17,2013,13688,1002,2150,7005,270,220.6696,129.4048,63.5999,54.3185,438.1343,128.0988,73.6137,100.2746,220.6696,129.4048,61.3869,44.1654,10427,76.4037,102.7623,68.2323,24119
Tocantins,17,2014,13940,1114,2537,7061,287,220.6696,131.1533,62.9327,56.2643,386.0443,131.1533,73.7345,100.2746,220.6696,144.8431,53.6542,54.3185,10999,74.6598,102.7623,68.2323,24944
Tocantins,17,2015,13806,1181,2732,7085,305,220.6696,131.1533,66.87,56.2643,386.0443,128.0988,73.7345,100.2746,190.4246,144.8431,61.3869,46.356,11303,81.03,105.846,68.4155,25110
Tocantins,17,2016,12654,1126,3103,6653,333,220.6696,139.6622,70.6539,65.3903,304.0497,128.0988,73.7345,105.846,190.4246,157.1277,61.7759,54.3185,11215,87.9441,108.1577,76.4037,23870
Tocantins,17,2017,13125,1216,3400,6846,344,220.6696,139.6622,71.5512,65.3903,339.4046,139.6622,73.7345,100.2746,220.6696,134.7387,63.5999,65.3903,11806,87.9441,108.1577,75.4447,24935
Tocantins,17,2018,13384,1182,3856,6690,368,220.6696,145.871,72.1414,65.3903,359.016,140.2139,73.7345,111.8478,220.6696,172.0653,63.5999,65.3903,12096,90.9009,108.1577,78.1428,25480
Tocantins,17,2019,12514,1083,4186,6291,375,220.6696,141.8099,73.7345,65.3903,220.6696,139.6622,73.7345,100.2746,190.4246,160.1714,63.6165,54.3185,11935,96.059,108.1577,82.0407,24449
Tocantins,17,2020,12107,814,4056,6349,403,220.6696,133.8055,70.6539,65.3903,220.6696,128.0988,73.7345,100.2746,190.4246,148.7202,61.3869,56.2643,11622,89.8094,108.1577,78.1428,23729
Tocantins,17,2021,12012,902,3951,6457,425,220.6696,133.8055,72.1414,65.3903,221.3269,133.8055,73.7345,100.2746,193.1448,129.4048,61.3869,54.3185,11735,90.4519,108.1577,75.4447,23747
Tocantins,17,2022,11735,798,3527,6084,405,220.6696,140.2139,72.8192,70.802,220.6696,140.2139,63.6165,100.2746,216.3477,142.6447,78.1428,56.2643,10814,94.0026,95.855,89.8094,22549
Tocantins,17,2023,12095,777,3423,6457,393,220.6696,141.4807,72.1414,65.3903,220.6696,141.8099,63.6165,100.2746,220.6696,129.4048,76.4037,56.2643,11050,90.4519,97.3415,84.8225,23145
Tocantins,17,2024,11300,650,3060,5841,358,220.6696,139.6622,72.1414,65.3903,220.6696,141.8099,65.2992,100.2746,220.6696,112.2352,76.4037,54.3185,9909,90.4519,102.7623,81.6346,21209
Maranhão,21,2012,87365,2994,5021,19640,1018,86.7044,102.879,31.3567,57.5574,286.6128,148.3155,29.7253,72.3221,84.6173,100.5815,32.4988,40.3011,28673,40.2618,51.6264,40.2618,116039
Maranhão,21,2013,85825,3053,5223,19761,1135,86.7044,104.7935,31.0688,57.5574,248.7883,124.0109,30.7115,72.3221,80.7614,100.5815,31.2381,26.5736,29172,40.9427,68.1559,40.2618,115000
Maranhão,21,2014,86262,2957,5717,20936,1197,100.9076,106.1066,31.0688,57.5574,320.7834,117.4942,30.7115,14.4928,86.7044,104.7935,31.3567,67.4169,30807,41.8863,59.2806,41.8863,117071
Maranhão,21,2015,85014,2804,6392,22139,1208,116.5722,105.0217,30.7691,57.5574,277.5295,130.9438,30.7115,72.3221,106.049,104.7935,30.9122,57.5574,32543,42.2747,67.7616,41.8863,117564
Maranhão,21,2016,76898,3135,7196,21966,1295,106.0845,109.0741,30.9122,57.5574,319.083,156.9019,30.7115,57.5574,106.049,105.0217,31.2381,49.4906,33592,45.2787,59.2806,44.6499,110493
Maranhão,21,2017,78577,3095,7248,22364,1698,106.049,111.2616,31.0688,57.5574,304.7252,175.4585,30.7115,57.5574,90.232,100.5709,33.6276,61.7813,34405,46.3658,67.7616,46.1409,112985
Maranhão,21,2018,81251,3213,7409,23685,1593,116.7552,114.2579,31.0688,57.5574,297.8567,178.3107,30.7115,14.4928,86.7044,100.5815,32.4988,72.3221,35900,46.1409,74.3623,43.336,117156
Maranhão,21,2019,77577,3042,6927,24253,1512,116.7552,114.2579,32.4988,67.4169,336.085,178.3107,30.7115,57.5574,84.6173,100.5709,32.8179,72.3221,35734,46.1622,85.9903,43.3236,113317
Maranhão,21,2020,72122,3060,6484,22884,1525,116.7552,115.602,32.2434,67.4169,322.4838,178.3107,30.7115,57.5574,75.7975,100.5815,32.8179,72.3221,33953,46.3644,85.9903,43.336,106079
Maranhão,21,2021,74461,3175,6630,22765,1635,116.7552,116.532,33.8576,72.3221,323.1095,166.44,30.7115,57.5574,80.7614,100.8205,34.0391,72.3221,34205,51.6264,89.9929,46.3644,108667
Maranhão,21,2022,66621,2766,6271,20682,1624,101.0432,114.2579,39.7408,58.1723,304.7252,157.4044,54.2048,57.5574,75.7975,100.5815,34.8489,72.3221,31343,55.065,69.9723,46.9863,97964
Maranhão,21,2023,65529,2871,6795,20233,1774,102.7266,117.4942,43.336,72.3221,298.1243,156.9019,51.143,72.3221,84.6173,104.7935,38.9182,72.3221,31673,60.1981,69.9723,51.6366,97205
Maranhão,21,2024,58101,2724,6721,18893,1626,104.3878,117.4942,43.336,72.3221,297.8567,150.2828,51.1155,74.8923,80.7614,104.7935,38.9182,72.3221,29964,62.1298,69.9723,53.2375,88065
Piauí,22,2012,28484,480,1405,15112,2481,189.3052,101.3591,54.273,59.9377,199.6271,115.2442,72.014,287.7558,84.1283,85.0602,50.9611,59.7825,19478,65.7705,98.627,51.8732,47962
Piauí,22,2013,27311,375,1356,14606,2771,189.3052,109.1107,54.273,80.7238,207.1748,126.1038,71.7474,287.0937,110.9327,97.6411,50.5201,56.9685,19108,69.5281,101.8219,51.8753,46419
Piauí,22,2014,27707,342,1421,15445,3026,191.8292,111.9356,54.273,90.9828,208.5504,133.1866,65.7705,308.9814,92.8651,88.961,51.8732,59.7825,20234,69.5281,98.627,52.4071,47941
Piauí,22,2015,28011,310,1619,16178,3135,199.6271,113.3712,54.273,59.7825,225.6784,136.4863,65.7705,403.1497,127.0357,100.3217,51.8732,56.38,21242,69.8756,97.1103,53.1245,49253
Piauí,22,2016,27024,365,1617,15059,2921,207.1748,115.1648,54.273,72.3221,233.6598,152.6524,68.9992,230.7831,127.0357,101.3591,51.7991,59.7825,19962,69.8756,102.8041,53.2887,46986
Piauí,22,2017,27963,435,1889,15491,2773,194.6319,136.4863,56.4092,59.7825,207.1748,189.8503,69.8756,174.4028,180.7399,97.6411,52.3701,51.5394,20588,70.2447,98.627,60.2828,48551
Piauí,22,2018,27990,436,2220,16180,2663,186.0721,138.7917,56.6616,58.6479,189.3052,189.8503,68.9649,178.6971,169.7991,91.8841,52.3701,56.38,21499,69.8756,97.8016,60.2828,49490
Piauí,22,2019,26628,439,2375,15885,2605,192.473,138.7917,59.6534,59.7825,207.1748,189.8503,69.8756,204.7098,172.9371,107.8381,51.8872,56.38,21304,70.2447,100.5378,59.7007,47933
Piauí,22,2020,25028,388,2428,14877,2504,192.473,144.85,60.9305,81.7908,207.1748,184.0801,69.8756,87.2645,180.7399,100.3217,52.4071,74.5216,20197,76.3986,94.3201,60.9305,45229
Piauí,22,2021,25032,347,2677,15268,2651,207.1748,142.8219,61.5287,82.8577,211.2158,164.0738,69.8756,58.6479,180.7399,111.0813,54.273,95.13,20943,78.5747,94.8497,63.7764,45978
Piauí,22,2022,22974,314,2453,14182,2322,208.5504,152.6524,63.7764,95.13,216.2819,165.1556,68.9649,96.597,199.6271,92.0907,54.273,95.13,19271,78.8553,94.3201,63.7764,42247
Piauí,22,2023,22699,358,2552,14259,2275,234.6345,154.2388,63.7764,87.8916,240.9445,163.2604,69.5281,82.8577,216.2819,109.1107,54.273,113.043,19444,84.4697,94.3201,64.1745,42144
Piauí,22,2024,19794,336,2274,12842,2367,245.6648,161.2326,63.7764,89.077,245.6648,175.1262,68.9649,88.1073,240.9445,113.2178,54.273,113.043,17819,84.5994,94.7267,64.2412,37614
Ceará,23,2012,88555,463,11742,23646,2460,169.6148,50.0721,38.2588,100.8572,212.3084,52.7402,45.9573,90.8422,102.0877,42.8951,34.6441,115.58,38311,42.9436,50.0721,38.1959,126868
Ceará,23,2013,86989,419,11122,24061,2283,169.6864,52.7402,38.2588,90.8422,212.3084,55.9577,44.5082,61.9241,111.4373,50.0721,34.8796,107.0245,37885,44.157,52.7402,37.3835,124876
Ceará,23,2014,87656,458,12458,25740,2369,169.6864,51.1905,38.2588,109.1242,212.3084,52.7402,44.157,76.7682,102.0877,49.0555,34.436,115.58,41025,42.5939,49.9684,37.3835,128681
Ceará,23,2015,89226,411,14000,26400,2478,169.6864,40.9783,37.3835,107.0245,212.3084,50.0721,44.157,89.2446,118.6686,35.0362,33.0914,115.58,43289,40.5328,48.1572,34.8796,132516
Ceará,23,2016,83181,447,13767,26465,2385,183.5003,49.0555,38.1959,90.8422,212.3084,52.7402,44.5082,89.2446,149.3338,40.9783,33.6481,107.0245,43064,41.7616,49.9684,36.9669,126246
Ceará,23,2017,84283,435,13317,27479,2283,183.5003,51.7955,38.1959,90.8422,200.7679,55.9577,44.5082,76.7682,107.4631,35.1024,33.4835,115.58,43514,41.9954,53.2763,34.8796,127797
Ceará,23,2018,84421,472,13909,29948,2741,178.7407,52.7402,37.3835,90.8422,203.5466,70.1555,45.9573,89.2446,111.1801,41.1663,32.4542,115.58,47070,42.9436,55.9577,34.6441,131491
Ceará,23,2019,82467,483,13901,29421,2913,170.6527,52.7402,38.1959,89.2446,200.7679,62.2307,45.9573,86.437,100.6414,35.0362,32.4542,102.0505,46718,42.9436,55.9577,34.436,129185
Ceará,23,2020,77328,505,14014,27299,2758,169.6864,51.7955,38.2588,73.2013,183.5003,55.9577,44.157,89.2446,120.825,42.5461,33.4835,55.7117,44576,44.157,53.2763,37.0771,121904
Ceará,23,2021,76543,496,13851,26562,2814,173.9208,52.7147,39.9145,78.4262,188.3224,55.9577,41.9954,86.437,137.5386,35.0362,37.0771,67.5627,43723,44.5082,47.076,38.1959,120266
Ceará,23,2022,71124,435,13866,23846,3037,171.2857,52.7402,38.2732,78.4262,183.5003,60.4565,41.9954,89.2446,133.9239,35.0362,34.8796,55.7117,41184,45.3292,49.9684,37.0771,112308
Ceará,23,2023,70379,394,13343,23914,3061,169.6864,54.7934,38.2588,89.2446,173.9208,60.4565,41.7616,89.2446,134.4124,39.0228,34.8796,90.8918,40712,45.7043,50.8989,37.0771,111091
Ceará,23,2024,62587,350,12401,21146,2857,183.5003,53.7538,38.2588,80.8382,188.3224,60.4565,41.2338,89.2446,153.1558,36.321,35.6241,73.2013,36754,45.7043,52.7402,37.0771,99341
Rio Grande do Norte,24,2012,27020,149,7524,11409,887,203.7155,74.5324,27.0942,138.6733,251.3316,74.7675,23.5189,239.4912,84.7052,60.5388,28.6875,47.3561,19969,41.495,51.8225,33.5969,46993
Rio Grande do Norte,24,2013,26549,189,7275,12150,635,191.9381,74.5324,28.6875,112.5294,211.2306,74.6607,23.5189,239.4912,91.7871,63.6148,31.4223,46.0314,20249,41.495,50.2707,36.6535,46798
