CODMUNRES,ANO,Obito_Materno_investigado_com_Ficha_Sintese,Obito_Materno_investigado_sem_Ficha_Sintese,TOTAL_OBITOS_MATERNOS
210200,2016,1,0,1
210200,2018,1,0,1
210200,2020,2,0,2
210203,2012,0,0,1
210203,2015,1,0,1
210203,2016,1,0,1
210203,2017,1,0,1
210203,2018,1,0,1
210207,2012,0,0,2
210210,2014,0,0,1
210210,2016,1,0,1
210210,2017,1,0,1
210210,2020,1,0,1
210215,2012,0,0,1
210215,2020,1,0,1
210220,2012,0,0,1
210220,2013,0,1,1
210220,2019,1,0,1
210230,2012,0,1,1
210230,2014,0,0,1
210230,2015,1,0,1
210230,2019,1,0,1
210232,2013,1,0,1
210232,2014,1,0,1
210232,2015,3,0,3
210232,2016,4,0,4
210232,2017,1,0,1
210232,2018,2,0,2
210232,2019,2,0,2
210235,2012,1,0,1
210235,2014,1,0,1
210235,2015,1,0,1
210237,2014,0,0,1
210237,2015,1,0,1
210237,2017,1,0,1
210240,2015,0,0,1
210240,2017,1,0,1
210250,2013,0,0,1
210250,2016,1,0,1
210260,2015,2,0,2
210270,2016,1,0,1
210270,2017,1,0,1
210270,2019,1,0,1
210270,2020,1,0,1
210275,2012,1,0,1
210275,2013,1,0,1
210290,2013,0,0,1
210290,2014,0,0,1
210290,2017,1,0,1
210300,2012,1,0,1
210300,2013,2,0,2
210300,2014,2,0,2
210300,2015,3,0,3
210300,2016,4,0,4
210300,2017,7,0,7
210300,2018,2,0,2
210300,2019,2,0,2
210300,2020,1,0,1
210310,2015,1,0,1
210310,2018,1,0,1
210312,2016,1,0,1
210312,2019,1,0,1
210315,2012,1,0,2
210315,2014,0,0,1
210315,2015,1,0,1
210317,2016,1,0,1
210317,2020,1,0,1
210320,2012,1,0,2
210320,2013,3,0,3
210320,2014,2,0,2
210320,2015,3,0,3
210320,2016,1,0,1
210320,2018,4,0,4
210320,2019,3,0,3
210320,2020,1,0,1
210325,2019,1,0,1
210330,2012,2,0,2
210330,2013,2,0,3
210330,2014,1,0,1
210330,2015,1,0,1
210330,2016,5,0,5
210330,2017,5,0,5
210330,2018,2,0,2
210330,2019,1,0,1
210330,2020,3,0,3
210340,2012,2,0,3
210340,2013,2,0,2
210340,2015,8,1,9
210340,2016,1,0,1
210340,2018,1,0,1
210340,2019,1,0,1
210340,2020,1,0,1
210350,2013,0,0,1
210350,2015,0,1,1
210350,2016,0,1,1
210350,2018,1,0,1
210350,2020,1,0,1
210355,2016,1,0,1
210360,2012,1,0,2
210360,2014,1,1,2
210360,2016,1,0,1
210360,2017,1,0,1
210360,2019,1,0,1
210360,2020,1,0,1
210370,2012,1,0,1
210370,2013,1,0,1
210370,2014,2,0,2
210370,2015,1,0,1
210375,2017,1,0,1
210380,2013,0,0,1
210380,2014,1,0,1
210380,2020,2,0,2
210390,2015,1,0,1
210390,2016,1,0,1
210405,2012,1,0,1
210405,2013,1,0,1
210405,2014,1,0,1
210405,2015,1,0,1
210405,2018,1,0,1
210405,2019,1,0,1
210407,2013,0,0,1
210407,2016,0,0,1
210408,2017,1,0,1
210409,2014,1,0,2
210409,2019,2,0,2
210420,2013,1,0,1
210420,2016,1,0,1
210420,2017,1,0,1
210420,2018,1,0,1
210440,2012,1,0,1
210440,2015,1,0,1
210450,2013,0,0,1
210450,2016,1,0,1
210450,2017,1,0,1
210455,2013,1,0,1
210455,2015,1,0,1
210462,2012,0,0,1
210467,2020,2,0,2
210470,2013,0,1,1
210470,2016,1,0,1
210480,2012,0,0,3
210480,2013,1,0,1
210480,2014,1,0,1
210480,2015,0,0,1
210480,2016,2,0,2
210480,2017,3,0,3
210480,2018,4,0,4
210480,2019,1,0,1
210480,2020,3,0,3
210490,2019,1,0,1
210500,2012,2,0,2
210500,2013,1,0,2
210510,2013,0,1,1
210510,2016,0,0,1
210510,2018,1,0,1
210515,2013,1,0,1
210515,2015,0,0,1
210515,2016,0,0,1
210515,2017,1,0,1
210515,2019,2,0,2
210515,2020,2,0,2
210520,2012,0,0,1
210530,2012,1,0,1
210530,2013,6,0,6
210530,2014,4,0,4
210530,2015,4,0,4
210530,2016,4,0,4
210530,2017,3,0,3
210530,2018,3,0,3
210530,2019,2,0,2
210530,2020,4,0,4
210535,2016,1,0,1
210535,2017,1,0,1
210540,2012,1,0,1
210540,2014,1,0,1
210540,2015,3,1,4
210540,2017,1,0,1
210540,2019,1,0,1
210540,2020,0,0,2
210542,2013,0,0,1
210542,2016,1,0,1
210542,2017,1,0,1
210545,2014,0,0,1
210547,2018,1,0,1
210550,2013,0,0,2
210550,2016,2,0,2
210550,2018,1,0,1
210550,2020,2,0,2
210560,2013,0,0,1
210560,2014,1,0,1
210560,2016,1,0,1
210560,2018,1,0,1
210560,2019,1,0,1
210570,2018,1,0,1
210580,2015,0,0,1
210590,2012,0,0,2
210590,2016,1,0,1
210590,2019,1,0,1
210590,2020,0,0,1
210592,2014,1,0,1
210592,2019,1,0,1
210594,2012,0,0,1
210594,2018,2,0,2
210596,2013,0,0,1
210596,2014,0,0,1
210598,2017,1,0,1
210610,2019,1,0,1
210620,2015,0,0,1
210620,2018,1,0,1
210620,2020,0,0,1
210630,2014,0,0,2
210630,2016,1,0,1
210630,2018,1,0,1
210632,2013,0,1,1
210632,2018,1,0,1
210632,2019,1,0,1
210635,2018,1,0,1
210635,2019,1,0,1
210635,2020,0,0,1
210637,2017,1,0,1
210637,2020,0,0,1
210640,2012,1,0,1
210640,2014,0,0,1
210640,2015,1,0,1
210640,2017,1,0,1
210640,2020,2,0,2
210650,2012,0,0,1
210650,2016,0,0,1
210650,2018,1,0,1
210650,2019,1,0,1
210660,2013,0,0,1
210660,2014,1,0,1
210660,2015,0,0,1
210660,2016,0,0,1
210670,2012,1,0,1
210675,2013,0,0,1
210675,2017,1,0,1
210675,2018,1,0,1
210680,2013,0,0,1
210690,2012,1,0,1
210690,2016,1,0,1
210690,2017,2,0,2
210700,2020,1,0,1
210710,2012,0,0,1
210710,2013,0,1,1
210710,2015,0,0,1
210710,2017,0,0,1
210720,2019,1,0,1
210725,2017,1,0,1
210730,2018,1,0,1
210735,2013,0,0,4
210735,2018,1,0,1
210750,2014,0,0,1
210750,2015,2,1,3
210750,2016,1,0,1
210750,2017,1,0,1
210750,2018,2,0,2
210750,2019,2,0,2
210750,2020,1,0,1
210760,2012,0,0,1
210760,2020,1,0,1
210770,2012,0,0,1
210770,2017,0,0,1
210770,2020,2,0,2
210780,2013,0,0,1
210780,2018,2,0,2
210790,2015,1,0,1
210790,2016,1,0,1
210790,2017,2,0,2
210800,2020,1,0,1
210805,2014,2,0,2
210810,2013,0,0,1
210810,2015,1,0,1
210810,2020,1,0,1
210820,2016,1,0,1
210825,2012,0,0,1
210825,2013,0,0,1
210825,2015,1,0,1
210825,2019,0,0,1
210830,2014,0,0,1
210830,2016,1,0,1
210830,2017,1,0,1
210830,2018,1,0,1
210840,2018,1,0,1
210845,2014,1,0,1
210845,2015,1,0,1
210845,2017,1,0,1
210845,2018,1,0,1
210850,2018,2,0,2
210850,2019,1,0,1
210860,2013,0,0,1
210860,2014,0,0,1
210860,2015,0,1,1
210860,2016,2,0,3
210860,2017,2,0,2
210860,2018,1,1,2
210860,2019,1,1,2
210870,2016,1,0,1
210880,2018,1,0,1
210880,2019,1,0,1
210890,2013,0,0,1
210890,2020,1,0,1
210900,2013,1,0,1
210900,2014,1,0,1
210900,2015,1,0,1
210900,2016,1,0,1
210900,2019,1,0,1
210910,2013,1,0,1
210910,2014,2,0,2
210910,2015,2,0,2
210910,2016,1,0,1
210910,2018,2,0,2
210910,2019,1,0,1
210920,2012,1,0,1
210920,2014,0,1,1
210923,2020,1,0,1
210927,2014,1,0,1
210927,2015,1,0,1
210927,2017,0,0,1
210927,2020,1,0,1
210930,2016,1,0,1
210930,2018,2,0,2
210940,2013,0,0,1
210940,2017,0,0,1
210945,2014,0,0,1
210945,2015,1,0,1
210945,2020,1,0,1
210960,2013,0,0,1
210960,2014,0,0,1
210960,2019,1,0,1
210980,2012,0,0,1
210980,2013,0,0,1
210980,2014,0,0,1
210980,2016,0,0,1
210980,2018,2,0,2
210980,2020,2,0,2
210990,2012,0,0,1
210990,2013,1,0,1
210990,2014,1,0,1
210990,2015,2,0,2
210990,2016,3,0,3
210990,2017,4,0,4
210990,2018,1,0,1
210990,2019,1,0,1
210990,2020,2,0,2
211000,2012,0,0,1
211000,2013,0,0,1
211000,2014,0,1,1
211000,2015,0,0,2
211000,2016,2,0,2
211000,2017,3,0,3
211000,2019,1,0,1
211000,2020,1,0,1
211003,2020,0,0,2
211010,2013,1,0,1
211010,2017,1,0,1
211020,2012,0,0,1
211020,2013,0,1,1
211020,2017,2,0,2
211020,2018,0,0,1
211020,2020,1,0,1
211030,2014,0,1,1
211030,2015,1,0,1
211030,2017,1,0,1
211040,2013,3,0,3
211040,2017,0,0,1
211040,2019,1,0,1
211050,2017,1,0,1
211050,2019,1,0,1
211060,2014,1,0,1
211060,2019,1,0,1
211070,2013,1,0,1
211070,2014,1,0,1
211070,2015,1,0,1
211080,2015,0,0,1
211090,2019,1,0,1
211100,2013,0,0,1
211100,2014,1,0,1
211100,2015,0,0,2
211100,2019,1,0,1
211102,2019,1,0,1
211105,2018,1,0,1
211107,2012,0,0,1
211107,2013,1,0,1
211107,2015,1,0,1
211107,2017,1,0,1
211107,2020,1,0,1
211110,2014,1,0,1
211110,2016,0,0,1
211110,2017,1,0,1
211110,2020,1,0,1
211120,2012,2,0,3
211120,2013,1,0,3
211120,2014,1,0,1
211120,2016,2,0,4
211120,2018,2,0,2
211120,2019,2,0,2
211120,2020,4,1,5
211130,2012,10,0,13
211130,2013,9,1,12
211130,2014,12,0,12
211130,2015,12,0,12
211130,2016,14,0,14
211130,2017,7,0,7
211130,2018,9,0,9
211130,2019,7,0,7
211130,2020,14,0,14
211140,2014,0,0,1
211140,2017,1,0,1
211140,2019,2,0,2
211150,2012,0,0,1
211150,2013,0,1,1
211150,2014,0,0,1
211157,2018,1,0,1
211160,2012,0,0,1
211160,2013,0,0,1
211160,2015,1,0,1
211160,2016,1,0,1
211160,2020,1,0,1
211163,2019,1,0,1
211167,2020,1,0,1
211170,2012,0,1,2
211170,2014,0,0,1
211170,2019,1,0,1
211172,2020,1,0,1
211176,2015,1,0,1
211176,2016,1,0,1
211178,2013,0,0,1
211180,2012,1,0,1
211180,2014,1,0,1
211195,2016,0,0,1
211200,2017,1,0,1
211210,2012,1,0,1
211210,2013,0,1,2
211210,2014,0,0,1
211210,2015,0,0,1
211210,2016,0,1,1
211220,2013,5,0,5
211220,2014,2,0,2
211220,2015,2,0,2
211220,2016,3,0,3
211220,2017,1,0,1
211220,2018,1,0,1
211220,2019,6,0,6
211220,2020,2,0,2
211223,2013,1,1,2
211223,2014,1,0,1
211223,2016,0,0,1
211223,2018,0,0,1
211223,2019,0,0,1
211227,2014,0,1,1
211227,2016,0,0,1
211230,2015,1,0,1
211230,2018,1,0,1
211230,2020,1,0,1
211240,2013,0,1,1
211245,2014,1,1,3
211245,2020,2,0,2
211250,2015,2,0,2
211250,2019,1,0,1
211250,2020,1,0,1
211260,2012,0,0,2
211260,2013,0,0,1
211260,2015,2,0,2
211260,2016,2,0,2
211260,2017,3,0,3
211270,2012,0,0,1
211270,2014,1,0,2
211270,2016,2,0,2
211270,2017,2,0,2
211280,2015,1,0,1
211280,2018,1,0,1
211285,2015,1,0,2
211290,2013,0,0,1
211290,2018,1,0,1
211290,2019,1,0,1
211300,2013,0,1,1
211300,2014,0,0,1
211300,2015,0,0,1
211300,2018,1,0,1
211300,2019,1,0,1
211400,2013,1,0,1
211400,2014,1,0,1
211400,2015,1,0,1
211400,2016,1,0,1
211400,2017,1,0,1
211400,2019,1,0,1
211400,2020,1,0,1
220005,2012,1,0,1
220010,2012,1,0,1
220010,2014,1,0,1
220020,2019,0,0,1
220020,2020,2,0,2
220030,2013,2,0,2
220030,2017,1,0,1
220040,2014,1,0,1
220040,2018,1,0,1
220040,2019,3,0,3
220070,2015,1,0,1
220090,2014,1,0,1
220090,2016,1,0,1
220090,2019,1,0,1
220100,2013,1,0,1
220100,2014,1,0,1
220100,2019,1,0,1
220105,2017,1,0,1
220115,2019,1,0,1
220115,2020,1,0,1
220120,2013,1,0,1
220120,2015,1,0,1
220120,2017,2,0,2
220130,2014,1,0,1
220130,2016,1,0,1
220160,2018,1,0,1
220170,2018,1,0,1
220173,2015,1,0,1
220173,2016,1,0,1
220173,2017,1,0,1
220180,2015,1,0,1
220192,2013,1,0,1
220194,2016,1,0,1
220196,2015,1,0,1
220200,2012,2,0,2
220200,2017,1,0,1
220200,2018,1,0,1
220205,2016,1,0,1
220208,2019,0,1,1
220211,2012,1,0,1
220211,2019,1,0,1
220211,2020,1,0,1
220213,2016,1,0,1
220217,2015,1,0,1
220220,2015,1,0,1
220220,2016,1,0,1
220220,2018,2,0,2
220220,2019,1,0,1
220220,2020,1,1,2
220225,2012,1,0,1
220225,2014,1,0,1
220230,2015,1,0,1
220230,2016,1,0,1
220230,2017,1,0,1
220230,2018,1,0,1
220255,2013,1,0,1
220265,2013,1,0,1
220270,2016,1,0,1
220272,2013,1,0,1
220275,2016,1,0,1
220290,2013,1,0,1
220290,2014,1,0,1
220290,2016,1,0,1
220290,2017,2,0,2
220290,2019,1,0,1
220290,2020,1,0,1
220300,2012,1,0,1
220300,2018,1,0,1
220300,2019,1,0,1
220310,2012,1,0,1
220320,2014,1,0,1
220320,2016,1,0,1
220320,2017,1,0,1
220323,2015,1,0,1
220323,2017,1,0,1
220330,2013,1,0,1
220330,2016,1,0,1
220345,2015,1,0,1
220360,2013,2,0,2
220370,2013,1,0,1
220370,2018,2,0,2
220370,2019,1,0,1
220390,2012,1,0,1
220390,2016,2,0,2
220390,2018,2,0,2
220400,2019,1,0,1
220410,2020,0,0,1
220420,2012,1,0,1
220435,2012,1,0,1
220440,2014,1,0,1
220440,2016,1,0,1
220440,2020,1,0,1
220450,2013,1,0,1
220460,2013,1,0,1
220460,2017,1,0,1
220470,2018,1,0,1
220480,2014,1,0,1
220480,2017,1,0,1
220480,2020,2,0,2
220490,2013,1,0,1
220500,2014,1,0,1
220510,2017,1,0,1
220520,2012,1,0,1
220520,2014,1,0,1
220520,2020,1,0,1
220527,2014,0,0,1
220527,2018,1,0,1
220540,2012,1,0,1
220540,2018,1,0,1
220540,2019,1,0,1
220545,2019,1,0,1
220550,2013,1,0,1
220550,2018,1,0,1
220551,2017,1,0,1
220553,2018,1,0,1
220555,2017,1,0,1
220559,2013,1,0,1
220560,2012,2,0,2
220570,2015,1,0,1
220570,2016,2,0,2
220580,2012,1,0,1
220580,2014,2,0,2
220580,2015,1,0,1
220580,2016,1,0,1
220580,2017,1,0,1
220580,2020,1,0,1
220585,2012,1,0,1
220585,2020,1,0,1
220590,2019,1,0,1
220590,2020,1,0,1
220605,2013,1,0,1
220610,2013,1,0,1
220610,2016,1,0,1
220620,2012,2,0,2
220620,2013,1,0,1
220620,2015,1,0,1
220620,2018,1,0,1
220620,2019,1,0,1
220640,2019,1,0,1
220640,2020,1,0,1
220650,2013,1,0,1
220650,2018,1,0,1
220660,2017,0,0,1
220665,2016,1,0,1
220667,2012,1,0,1
220667,2015,1,0,1
220672,2015,1,0,1
220672,2020,1,0,1
220675,2012,1,0,1
220680,2013,1,0,1
220680,2018,1,0,1
220680,2019,1,0,1
220690,2012,1,0,1
220700,2013,2,0,2
220700,2018,2,0,2
220700,2019,2,0,2
220740,2014,1,0,1
220740,2019,0,0,1
220750,2013,1,0,1
220750,2015,1,0,1
220750,2018,1,0,1
220755,2016,1,0,1
220755,2020,1,0,1
220770,2012,1,0,1
220770,2013,2,0,2
220770,2014,3,0,3
220770,2015,3,0,3
220770,2017,2,0,2
220770,2018,2,0,3
220770,2019,2,0,2
220770,2020,2,0,2
220777,2017,1,0,1
220780,2012,2,0,2
220780,2014,1,0,1
220780,2016,1,0,1
220780,2017,1,0,1
220790,2012,2,0,2
220790,2013,1,0,1
220790,2016,1,0,1
220790,2018,2,0,2
220790,2019,1,0,1
220800,2013,2,0,2
220800,2016,1,0,1
220800,2018,1,0,1
220800,2020,1,0,1
220810,2012,1,0,1
220810,2015,1,0,1
220810,2019,0,0,1
220820,2012,1,0,1
220820,2013,2,0,2
220820,2016,1,0,1
220820,2017,1,0,1
220830,2014,1,0,1
220830,2015,1,0,1
220830,2020,1,0,1
220840,2012,2,0,2
220840,2013,1,0,1
220840,2014,2,0,2
220840,2015,2,0,2
220840,2017,2,0,2
220840,2018,1,0,1
220850,2014,1,0,1
220850,2015,1,0,1
220850,2017,1,0,1
220865,2013,1,0,1
220880,2012,1,0,1
220890,2018,1,0,1
220900,2016,1,0,1
220910,2019,1,0,1
220920,2015,1,0,1
220930,2014,1,0,1
220940,2018,1,0,1
220950,2020,1,0,1
220955,2016,1,0,1
220970,2016,1,0,1
220975,2020,1,0,1
220987,2015,1,0,1
220987,2017,1,0,1
220987,2020,1,0,1
220990,2020,2,0,2
220997,2017,1,0,1
220997,2020,1,0,1
221000,2012,1,0,1
221000,2013,1,0,1
221000,2014,1,0,1
221000,2015,1,0,1
221000,2019,1,0,1
221000,2020,2,0,2
221010,2017,1,0,1
221020,2015,1,0,1
221040,2013,1,0,1
221040,2018,1,0,1
221050,2014,1,0,1
221050,2018,1,0,1
221060,2016,1,0,1
221060,2019,1,0,1
221060,2020,2,0,2
221063,2012,1,0,1
221065,2016,1,0,1
221070,2015,1,0,1
221080,2015,1,0,1
221080,2018,1,0,1
221090,2015,1,0,1
221097,2017,1,0,1
221097,2019,1,0,1
221100,2012,13,0,13
221100,2013,5,0,5
221100,2014,3,0,3
221100,2015,8,0,8
221100,2016,7,0,7
221100,2017,5,0,5
221100,2018,5,0,5
221100,2019,9,0,9
221100,2020,6,1,7
221110,2012,1,0,1
221110,2013,1,0,1
221110,2014,2,0,2
221120,2013,1,0,1
221120,2015,1,0,1
221120,2018,1,0,1
221130,2015,1,0,1
221130,2018,1,0,1
221130,2019,1,0,1
221150,2014,1,0,1
221160,2020,1,0,1
230010,2012,1,0,1
230010,2017,0,1,1
230015,2013,1,0,1
230020,2020,2,0,2
230030,2018,2,0,2
230030,2020,1,0,1
230050,2012,1,0,1
230050,2013,1,0,1
230050,2020,1,0,1
230075,2012,2,0,2
230075,2017,1,0,1
230075,2018,1,0,1
230075,2019,1,0,1
230090,2015,1,0,1
230090,2019,1,0,1
230100,2014,0,0,1
230100,2016,1,0,1
230100,2018,1,0,1
230100,2020,1,0,1
230110,2012,3,0,3
230110,2015,3,0,3
230110,2019,2,0,2
230110,2020,1,0,1
230125,2019,1,0,1
230130,2012,1,0,1
230130,2018,1,0,1
230140,2013,1,0,1
230140,2020,1,0,1
230150,2018,1,0,1
230160,2014,1,0,1
230160,2017,1,0,1
230180,2020,1,0,1
230185,2018,1,0,1
230190,2017,3,0,3
230190,2018,2,0,2
230195,2015,1,0,1
230200,2014,1,0,1
230205,2012,1,0,1
230205,2013,1,0,1
230210,2018,1,0,1
230220,2015,1,0,1
230220,2016,1,0,1
230230,2012,1,0,1
230230,2014,1,0,1
230230,2016,2,0,2
230230,2017,1,0,1
230230,2018,1,0,1
230240,2013,1,0,1
230240,2014,1,0,1
230240,2015,1,0,1
230240,2020,2,0,2
230250,2013,1,0,1
230250,2014,1,0,1
230250,2016,1,0,1
230250,2017,1,0,1
230250,2020,2,0,2
230260,2012,2,0,2
230260,2013,1,0,1
230260,2014,1,0,1
230260,2015,1,0,1
230260,2017,1,0,1
230260,2018,2,0,2
230260,2020,1,0,1
230270,2018,1,0,1
230270,2019,1,0,1
230270,2020,1,0,1
230280,2015,1,0,1
230280,2019,1,0,1
230280,2020,2,0,2
230290,2018,1,0,1
230290,2019,1,0,1
230310,2018,1,0,1
230320,2013,1,0,1
230320,2018,1,0,1
230320,2020,1,0,1
230330,2013,2,0,2
230330,2015,1,0,1
230340,2014,1,0,1
230340,2017,1,0,1
230350,2013,1,0,1
230350,2017,2,0,2
230350,2018,1,0,1
230350,2020,1,0,1
230365,2012,1,0,1
230365,2019,2,0,2
230370,2012,7,0,7
230370,2013,5,0,5
230370,2014,5,0,5
230370,2015,2,0,2
230370,2016,5,0,5
230370,2017,1,0,1
230370,2018,6,0,6
230370,2019,4,0,4
230370,2020,10,0,10
230380,2012,1,0,1
230380,2013,1,0,1
230380,2018,1,0,1
230380,2020,1,0,1
230390,2018,1,0,1
230400,2014,0,0,1
230410,2014,1,0,1
230410,2016,1,0,1
230410,2019,2,0,2
230410,2020,1,0,1
230420,2013,2,0,2
230420,2014,1,0,1
230420,2015,2,0,2
230420,2018,1,0,1
230420,2019,3,0,3
230420,2020,2,0,2
230423,2018,1,0,1
230423,2020,1,0,1
230425,2012,1,0,1
230425,2014,0,1,1
230426,2012,1,0,1
230426,2013,1,0,1
230426,2014,1,0,1
230426,2018,1,0,1
230428,2013,2,1,3
230428,2016,1,0,1
230428,2018,1,0,1
230428,2020,1,0,1
230430,2012,1,0,1
230430,2013,1,0,1
230430,2015,1,0,1
230430,2017,1,0,1
230435,2013,1,0,1
230435,2014,1,0,1
230435,2015,1,0,1
230435,2018,1,0,1
230435,2020,1,0,1
230440,2012,23,0,23
230440,2013,24,0,24
230440,2014,25,0,25
230440,2015,11,2,13
230440,2016,15,1,16
230440,2017,17,0,17
230440,2018,11,0,11
230440,2019,13,1,14
230440,2020,31,0,31
230450,2013,1,0,1
230450,2017,1,0,1
230450,2020,1,0,1
230465,2019,1,0,1
230470,2013,1,0,1
230470,2014,2,0,2
230470,2018,1,0,1
230470,2020,5,0,5
230480,2014,1,0,1
230490,2016,1,0,1
230495,2012,1,0,1
230495,2018,1,0,2
230495,2019,1,0,1
230500,2012,1,0,1
230500,2014,1,0,1
230500,2015,1,0,1
230500,2017,2,0,2
230510,2016,1,0,1
230520,2014,1,0,1
230520,2017,1,0,1
230523,2016,1,0,1
230523,2018,1,0,1
230523,2019,1,0,1
230526,2013,1,0,1
230526,2015,1,0,1
230526,2016,1,0,1
230526,2017,1,0,1
230530,2014,1,0,1
230530,2015,1,0,1
230530,2019,1,0,1
230535,2012,1,0,1
230535,2014,1,0,1
230540,2012,1,0,1
230550,2013,2,0,2
230550,2014,1,0,1
230550,2015,3,0,3
230550,2016,2,0,2
230550,2017,1,0,1
230550,2018,2,0,2
230550,2020,1,0,1
230560,2013,0,1,1
230560,2020,1,0,1
230565,2017,1,0,1
230570,2012,1,0,1
230570,2019,1,0,1
230580,2013,1,0,1
230580,2018,1,0,1
230590,2012,2,0,2
230590,2013,2,0,2
230590,2018,1,0,1
230600,2013,1,0,1
230610,2015,1,0,1
230610,2016,2,0,2
230610,2017,1,0,1
230625,2018,1,0,1
230630,2013,2,0,2
230630,2019,1,0,1
230630,2020,1,0,1
230640,2012,2,0,2
230640,2013,1,0,1
230640,2014,3,0,3
230640,2015,1,0,1
230640,2016,1,0,1
230640,2018,2,0,2
230640,2019,3,0,3
230640,2020,2,0,2
230650,2017,1,0,1
230650,2018,1,0,1
230650,2020,1,0,1
230655,2016,1,0,1
230655,2017,2,0,2
230655,2020,1,0,1
230660,2013,1,0,1
230660,2020,1,0,1
230670,2012,3,0,3
230670,2014,1,0,1
230680,2017,1,0,1
230700,2018,1,0,1
230710,2014,1,0,1
230710,2017,1,0,1
230720,2014,1,0,1
230720,2019,1,0,1
230730,2012,0,1,2
230730,2013,2,0,2
230730,2015,1,0,1
230730,2016,8,0,8
230730,2017,1,0,1
230730,2018,4,0,4
230730,2019,5,0,5
230730,2020,2,0,2
230740,2012,2,0,2
230740,2014,1,0,1
230740,2020,1,0,1
230760,2015,2,0,2
230760,2016,1,0,1
230760,2017,1,0,1
230760,2018,2,0,2
230760,2020,1,0,1
230763,2014,2,0,2
230763,2017,1,0,1
230763,2019,0,1,1
230765,2012,2,0,2
230765,2014,1,0,1
230765,2015,2,0,2
230765,2016,1,0,1
230765,2017,2,0,3
230765,2018,4,0,4
230765,2019,2,0,2
230765,2020,2,0,2
230770,2012,1,0,1
230770,2013,1,0,1
230770,2014,1,0,1
230770,2016,1,0,1
230770,2017,2,0,2
230770,2018,1,0,1
230770,2019,1,0,1
230770,2020,1,0,1
230780,2016,1,0,1
230780,2019,1,0,1
230800,2012,1,0,1
230800,2015,1,0,1
230800,2018,1,0,1
230800,2020,1,0,1
230810,2013,1,0,1
230810,2017,1,0,1
230810,2018,1,0,1
230820,2018,2,0,2
230830,2016,1,0,1
230830,2020,1,0,1
230835,2014,1,0,1
230837,2019,1,0,1
230837,2020,1,0,1
230840,2012,1,0,1
230840,2016,1,0,1
230840,2017,1,0,1
230840,2018,1,0,1
230850,2012,1,0,1
230850,2014,1,0,1
230850,2020,1,0,1
230870,2013,2,0,2
230870,2015,1,0,1
230870,2016,1,0,1
230870,2018,1,0,1
230870,2020,2,0,2
230880,2018,1,0,1
230890,2015,1,0,1
230930,2012,1,0,1
230930,2016,1,0,1
230930,2019,1,0,1
230940,2013,1,0,1
230940,2017,1,0,1
230940,2019,1,0,1
230940,2020,1,0,1
230945,2017,1,0,1
230950,2012,1,0,1
230950,2020,1,0,1
230960,2015,0,0,1
230960,2017,1,1,2
230960,2019,1,0,1
230970,2014,1,0,1
230970,2016,1,0,1
230970,2017,2,0,2
230970,2019,4,0,4
230980,2020,1,0,1
231000,2019,1,0,1
231010,2015,1,0,1
231020,2012,1,0,1
231020,2013,2,0,2
231020,2018,1,0,1
231025,2012,1,0,1
231025,2013,1,0,1
231025,2019,1,0,1
231030,2012,2,0,2
231030,2013,1,0,1
231030,2014,1,0,2
231030,2017,1,0,1
231040,2016,1,0,1
231050,2015,1,0,1
231050,2017,1,0,1
231050,2018,1,0,1
231060,2012,1,0,1
231070,2012,2,0,2
231070,2013,2,0,2
231070,2014,2,0,2
231080,2020,1,0,1
231085,2012,1,0,2
231085,2016,1,0,1
231095,2015,1,0,1
231100,2012,1,0,1
231100,2016,1,0,1
231110,2020,1,0,1
231120,2020,1,0,1
231126,2016,1,0,1
231126,2017,2,0,2
231126,2018,1,0,1
231126,2020,1,0,1
231130,2013,3,0,3
231130,2015,1,0,1
231130,2018,1,0,1
231130,2019,1,0,1
231130,2020,1,0,1
231135,2012,1,0,1
231135,2015,1,0,1
231140,2012,1,0,1
231140,2017,5,0,5
231140,2019,1,0,1
231140,2020,1,0,1
231150,2014,1,0,1
231160,2013,1,0,1
231160,2015,1,0,1
231160,2016,1,0,1
231160,2017,0,1,1
231170,2012,1,0,1
231170,2017,1,0,1
231170,2018,1,0,1
231180,2014,2,0,2
231180,2016,2,0,2
231180,2018,1,0,1
231190,2014,1,0,1
231190,2017,1,0,1
231190,2019,1,0,1
231195,2013,1,0,1
231200,2013,1,0,1
231200,2015,0,0,1
231200,2018,1,0,1
231210,2013,1,0,1
231210,2015,1,0,1
231220,2012,1,0,1
231220,2017,2,0,2
231230,2013,1,0,1
231230,2015,3,0,3
231230,2016,2,0,2
231230,2020,1,0,2
231240,2015,2,0,2
231240,2016,1,0,1
231240,2017,1,0,1
231240,2018,1,0,1
231270,2014,1,0,1
231270,2015,0,1,1
231270,2016,1,0,1
231270,2018,2,0,2
231280,2013,2,0,2
231290,2012,2,0,2
231290,2013,3,0,3
231290,2014,1,0,1
231290,2015,1,0,1
231290,2016,1,0,1
231290,2017,2,0,2
231290,2018,2,0,2
231290,2020,6,0,6
231310,2019,1,0,1
231320,2014,1,0,2
231320,2016,2,0,2
231320,2019,1,0,1
231325,2018,1,0,1
231330,2013,1,0,1
231335,2012,1,0,1
231335,2014,1,0,1
231335,2020,1,0,1
231340,2016,1,0,1
231340,2019,2,0,2
231350,2014,1,0,1
231350,2015,0,0,1
231350,2016,1,0,1
231350,2017,4,0,4
231350,2018,1,0,1
231350,2019,1,0,1
