"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","internacoes_neonatais_totais"
"315920",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"315930",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"315935",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"315940",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"315950",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"315960",2024,0,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,45
"315970",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"315980",2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
"315990",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"316000",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"316010",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316020",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"316030",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316040",2024,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27
"316045",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316050",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316060",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316070",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"316080",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316090",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316095",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316100",2024,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12
"316105",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316110",2024,3,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58
"316120",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316130",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316140",2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"316150",2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316160",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316165",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"316170",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316180",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"316190",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"316200",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"316210",2024,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,82
"316220",2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15
"316225",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316230",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316240",2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"316245",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
"316250",2024,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,43
"316255",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
"316257",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316260",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316265",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316270",2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19
"316280",2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7
"316290",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"316292",2024,2,0,0,0,0,1,0,0,0,1,18,0,0,0,0,0,0,0,0,0,85
"316294",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"316295",2024,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,35
"316300",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316310",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"316320",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316330",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316340",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"316350",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"316360",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316370",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52
"316380",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"316390",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316400",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"316410",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316420",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316440",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316443",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316447",2024,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"316450",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316460",2024,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,15
"316470",2024,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56
"316480",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316490",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316500",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316510",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316520",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316530",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316540",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316550",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316553",2024,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,45
"316555",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316556",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316557",2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"316560",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316570",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
"316580",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316590",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316600",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316610",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"316620",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
"316630",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316640",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316650",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316660",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316680",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316690",2024,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316695",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316700",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316710",2024,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"316720",2024,8,1,0,0,0,0,0,0,0,3,12,1,0,0,0,2,0,0,0,0,221
"316730",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316740",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"316750",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316760",2024,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"316770",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"316780",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316790",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"316800",2024,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30
"316805",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316810",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316820",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316830",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316840",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316850",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"316860",2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,95
"316870",2024,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,49
"316880",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316890",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"316900",2024,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
"316905",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"316910",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"316920",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"316930",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66
"316935",2024,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71
"316940",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36
"316950",2024,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"316960",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"316970",2024,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"316980",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"316990",2024,11,1,0,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,98
"317000",2024,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12
"317005",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"317010",2024,10,9,2,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,214
"317020",2024,0,4,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,442
"317030",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"317040",2024,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,59
"317043",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317047",2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"317050",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"317052",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"317057",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"317060",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"317065",2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8
"317070",2024,2,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,122
"317075",2024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"317080",2024,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47
"317090",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23
"317100",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"317103",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8
"317107",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"317110",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317115",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"317120",2024,7,5,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,271
"317130",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
"317140",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"317150",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"317160",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"317170",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"317180",2024,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10
"317190",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"317200",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18
"317210",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"317220",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"320010",2024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17
"320013",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
"320016",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
"320020",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"320030",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"320035",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"320040",2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27
"320050",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"320060",2024,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98
"320070",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"320080",2024,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,46
"320090",2024,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,48
"320100",2024,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26
"320110",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"320115",2024,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
"320120",2024,9,4,0,0,0,0,0,0,1,4,0,0,0,0,7,0,0,0,0,1,217
"320130",2024,4,2,1,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,482
"320140",2024,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31
"320150",2024,4,3,0,0,0,1,0,0,0,0,21,0,0,0,0,1,0,0,0,0,202
"320160",2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
"320170",2024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19
"320180",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"320190",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"320200",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"320210",2024,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,32
"320220",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"320225",2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19
"320230",2024,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,35
"320240",2024,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,211
"320245",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
"320250",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"320255",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"320260",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
"320265",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
"320270",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"320280",2024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
"320290",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"320300",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20
"320305",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26
"320310",2024,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
"320313",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"320316",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"320320",2024,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,278
"320330",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"320332",2024,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35
"320334",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"320335",2024,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"320340",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"320350",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
"320360",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"320370",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"320380",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"320390",2024,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,56
"320400",2024,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19
"320405",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"320410",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"320420",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19
"320425",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"320430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"320435",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"320440",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"320450",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"320455",2024,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49
"320460",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"320465",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"320470",2024,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,50
"320480",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"320490",2024,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,207
"320495",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"320500",2024,1,2,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,597
"320501",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,37
"320503",2024,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,33
"320506",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37
"320510",2024,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"320515",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
"320517",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22
"320520",2024,3,2,3,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,334
"320530",2024,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,281
"330010",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"330015",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"330020",2024,1,1,0,0,1,0,0,0,0,2,20,1,0,0,0,0,0,0,0,0,68
"330022",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"330023",2024,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19
"330025",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"330030",2024,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25
"330040",2024,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56
"330045",2024,11,2,1,1,0,0,0,0,1,2,135,1,1,0,0,1,0,0,0,0,461
"330050",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13
"330060",2024,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
"330070",2024,15,2,0,0,2,0,0,0,3,2,3,0,0,0,1,1,0,0,0,0,237
"330080",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22
"330090",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"330093",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"330095",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"330100",2024,43,48,0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,486
"330110",2024,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"330115",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"330120",2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5
"330130",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
"330140",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"330150",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"330160",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"330170",2024,34,14,2,0,0,3,0,2,1,0,17,1,0,0,0,0,0,0,0,0,682
"330180",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"330185",2024,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
