ano,codmunres,local,outra_uf,dentro_macrorregiao_saude,dentro_regiao_saude,fora_macrorregiao_saude,km_partos_fora_macrorregiao,km_partos_na_macrorregiao,km_partos_na_regiao,km_partos_fora_uf,km_partos_fora_macrorregiao_alta_complexidade,km_partos_na_macrorregiao_alta_complexidade,km_partos_na_regiao_alta_complexidade,km_partos_fora_uf_alta_complexidade,km_partos_fora_macrorregiao_baixa_complexidade,km_partos_na_macrorregiao_baixa_complexidade,km_partos_na_regiao_baixa_complexidade,km_partos_fora_uf_baixa_complexidade,nao_local,km_partos_fora_municipio,km_partos_fora_municipio_alta_complexidade,km_partos_fora_municipio_baixa_complexidade,destino_total,total_n_local_mun,codmunnasc1,n_nasc1,x_1,codmunnasc2,n_nasc2,x_2,codmunnasc3,n_nasc3,x_3,cnes,nasc_estab,nome_estabelecimento_fantasia
2023,110012,1750,1,16,108,39,377.224,108.6291,44.2942,1790.4366,377.224,104.9639,87.1502,0,181.3642,145.9938,44.2942,1790.4366,164,44.2942,377.224,44.2942,1914,164,110015,100,61,110020,35,21.3,110004,7,4.3,2516292,44,HOSPITAL BOM JESUS OURO PRETO DO OESTE
2023,110013,324,0,27,137,19,186.3899,302.3706,151.1501,0,228.8789,302.3706,151.1501,0,186.3899,143.0458,151.1501,0,183,151.1501,151.1501,151.1501,507,183,110002,135,73.8,110020,22,12,110015,10,5.5,2494299,42,HOSPITAL REGIONAL DE ARIQUEMES
2023,110014,134,1,45,46,2,481.7105,51.3881,61.2882,2684.6306,481.7105,143.1765,0,2684.6306,0,51.3881,61.2882,0,94,61.2882,481.7105,61.2882,228,94,110028,46,48.9,110032,27,28.7,110004,12,12.8,2495228,40,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110015,505,2,0,17,10,334.3138,0,44.2942,1806.9861,334.3138,0,44.2942,0,137.4697,0,64.99,1806.9861,29,64.4156,44.2942,101.2298,534,29,110012,13,44.8,110020,7,24.1,110002,3,10.3,2495279,9,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2023,110018,428,3,13,150,20,521.146,145.9938,41.4266,2625.9487,521.146,186.1847,41.4266,2658.2576,0,66.0793,41.4266,1924.5518,186,41.4266,521.146,41.4266,614,186,110004,107,57.5,110009,43,23.1,110020,20,10.8,2496046,65,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2023,110020,6220,291,81,30,17,389.4879,231.375,331.363,510.8572,377.224,203.5818,0,510.8572,434.7687,231.375,331.363,510.8572,419,510.8572,510.8572,510.8572,6639,419,120040,273,65.2,110045,57,13.6,110010,25,6,2000733,215,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,110025,147,1,7,74,19,409.766,70.7999,35.0871,836.7456,409.766,70.7999,35.0871,836.7456,0,101.7029,76.9599,0,101,35.0871,35.0871,76.9599,248,101,110012,68,67.3,110020,18,17.8,110015,6,5.9,2495279,45,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2023,110026,2,0,3,28,0,0,198.6683,52.5761,0,0,198.6683,52.5761,0,0,0,52.5761,0,31,52.5761,52.5761,52.5761,33,31,110002,28,90.3,110020,3,9.7,,,,2494299,12,HOSPITAL REGIONAL DE ARIQUEMES
2023,110028,691,2,100,2,29,483.308,66.0793,54.949,1813.5197,483.308,108.6291,0,1813.5197,0,47.7899,54.949,0,133,97.2663,286.5261,47.7899,824,133,110004,46,34.6,110012,27,20.3,110020,27,20.3,2784637,29,HOSPITAL E MATERNIDADE SAO PAULO
2023,110029,0,0,9,58,5,502.9059,63.5067,21.6441,0,502.9059,0,0,0,0,63.5067,21.6441,0,72,21.6441,502.9059,21.6441,72,72,110028,57,79.2,110004,7,9.7,110020,5,6.9,2495228,53,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110030,1373,17,70,0,26,705.4261,186.1847,0,757.296,705.4261,330.7472,0,757.296,508.6442,186.1847,0,1736.7113,113,249.0718,705.4261,186.1847,1486,113,110018,44,38.9,110020,25,22.1,510340,10,8.8,2516047,44,HOSPITAL E MATERNIDADE SAO FRANCISCO PIMENTA BUENO
2023,110032,245,2,61,24,11,495.8434,51.3881,157.5451,2593.7873,495.8434,186.96,157.5451,2593.7873,0,51.3881,163.0372,0,98,157.5451,157.5451,51.3881,343,98,110014,32,32.7,110012,22,22.4,110004,17,17.3,2808633,32,HOSPITAL MUNICIPAL ANCELMO BIANCHINI
2023,110033,127,0,83,248,6,526.4344,179.7404,48.6625,0,637.371,345.0382,280.4512,0,504.9793,179.7404,48.6625,0,337,48.6625,280.4512,48.6625,464,337,110010,212,62.9,110045,77,22.8,110020,36,10.7,2515768,211,
2023,110034,118,0,11,62,8,428.0251,118.4101,88.9952,0,428.0251,118.4101,88.9952,0,0,86.4156,77.356,0,81,88.9952,88.9952,77.356,199,81,110012,46,56.8,110020,8,9.9,110015,6,7.4,2495279,28,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2023,110037,0,0,17,140,9,538.3252,88.1306,57.0634,0,538.3252,88.1306,0,0,0,88.1306,57.0634,0,166,57.0634,538.3252,57.0634,166,166,110028,137,82.5,110004,11,6.6,110020,9,5.4,2495228,128,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110040,6,0,43,164,3,190.2349,208.0819,59.5028,0,0,208.0819,59.5028,0,190.2349,139.2216,59.5028,0,210,59.5028,59.5028,59.5028,216,210,110002,155,73.8,110020,41,19.5,110045,9,4.3,2494299,78,HOSPITAL REGIONAL DE ARIQUEMES
2023,110045,434,0,26,34,3,405.0191,231.375,130.9638,0,302.1936,231.375,130.9638,0,406.8235,0,130.9638,0,63,130.9638,231.375,130.9638,497,63,110002,34,54,110020,26,41.3,110004,1,1.6,4001303,26,HOSPITAL DE BASE PORTO VELHO
2023,110050,2,1,7,58,2,478.6375,91.3408,28.2348,2716.649,478.6375,0,0,2716.649,0,91.3408,28.2348,0,68,28.2348,478.6375,28.2348,70,68,110028,53,77.9,110014,5,7.4,110004,3,4.4,2495228,48,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110060,0,0,7,46,3,108.7894,260.348,63.566,0,0,260.348,63.566,0,108.7894,66.5713,63.566,0,56,63.566,63.566,63.566,56,56,110002,46,82.1,110020,5,8.9,110011,2,3.6,2494299,22,HOSPITAL REGIONAL DE ARIQUEMES
2023,110070,1,0,6,130,0,0,306.996,61.6844,0,0,306.996,110.2141,0,0,0,61.6844,0,136,61.6844,110.2141,61.6844,137,136,110045,93,68.4,110002,37,27.2,110020,6,4.4,5915104,60,CLINICA PRO LIFE
2023,110080,10,0,0,324,5,462.3196,0,26.4206,0,0,0,26.4206,0,462.3196,0,26.4206,0,329,26.4206,26.4206,26.4206,339,329,110020,324,98.5,110028,3,0.9,110015,1,0.3,4001303,177,HOSPITAL DE BASE PORTO VELHO
2023,110090,0,0,10,37,0,0,81.735,59.2458,0,0,81.735,0,0,0,81.735,59.2458,0,47,59.2458,81.735,59.2458,47,47,110028,37,78.7,110004,8,17,110018,2,4.3,2495228,36,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110092,1,1,58,103,5,661.2759,157.0729,115.7695,899.132,661.2759,234.3134,115.7695,899.132,0,142.0344,115.7695,0,167,115.7695,115.7695,142.0344,168,167,110030,103,61.7,110018,29,17.4,110009,13,7.8,2798484,97,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2023,110094,11,0,28,162,7,293.9659,223.1,120.3237,0,293.9659,223.1,120.3237,0,353.4109,223.1,120.3237,0,197,120.3237,120.3237,120.3237,208,197,110002,155,78.7,110020,27,13.7,110012,3,1.5,2494299,91,HOSPITAL REGIONAL DE ARIQUEMES
2023,110100,3,0,17,75,0,0,232.2099,25.6341,0,0,307.1013,25.6341,0,0,167.8552,67.8523,0,92,67.8523,25.6341,67.8523,95,92,110011,44,47.8,110015,20,21.7,110012,8,8.7,2808609,31,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2023,110110,1,0,24,68,2,345.0626,89.1046,114.4831,0,262.7468,89.1046,114.4831,0,427.3783,89.1046,114.4831,0,94,114.4831,114.4831,114.4831,95,94,110020,68,72.3,110002,23,24.5,110009,1,1.1,4001303,33,HOSPITAL DE BASE PORTO VELHO
2023,110120,0,0,5,62,1,457.4312,82.7523,49.096,0,457.4312,82.7523,49.096,0,0,172.9574,49.096,0,68,49.096,49.096,49.096,68,68,110004,61,89.7,110012,3,4.4,110015,1,1.5,2496046,46,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2023,110130,17,0,0,83,7,389.4879,0,64.4156,0,389.4879,0,107.3259,0,0,0,64.4156,0,90,64.4156,107.3259,64.4156,107,90,110015,47,52.2,110012,30,33.3,110020,7,7.8,2495279,30,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2023,110140,5,0,13,153,2,186.6118,255.0741,58.2922,0,0,255.0741,58.2922,0,186.6118,255.0741,58.2922,0,168,58.2922,58.2922,58.2922,173,168,110002,126,75,110045,27,16.1,110020,13,7.7,2494299,57,HOSPITAL REGIONAL DE ARIQUEMES
2023,110143,0,0,0,70,2,370.6078,0,45.5355,0,370.6078,0,71.9963,0,0,0,45.5355,0,72,45.5355,71.9963,45.5355,72,72,110015,49,68.1,110130,11,15.3,110012,9,12.5,2496879,26,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2023,110145,0,0,16,19,3,565.9668,99.857,82.8859,0,565.9668,211.3872,0,0,0,99.857,82.8859,0,38,89.9388,420.4688,82.8859,38,38,110028,19,50,110018,11,28.9,110004,3,7.9,2495228,18,HOSPITAL MUNICIPAL AMELIO JOAO DA SILVA
2023,110146,0,0,3,44,0,0,373.0932,131.0168,0,0,0,131.0168,0,0,373.0932,73.2042,0,47,131.0168,131.0168,203.1511,47,47,110030,41,87.2,110006,3,6.4,110004,1,2.1,2798484,39,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2023,110147,0,0,0,41,0,0,0,46.6034,0,0,0,0,0,0,0,46.6034,0,41,46.6034,0,46.6034,41,41,110018,19,46.3,110004,12,29.3,110009,10,24.4,2496534,13,HOSPITAL E MATERNIDADE MUNICIPAL ANA NETA PIMENTA BUENO
2023,110148,1,0,5,57,2,532.5319,49.451,58.543,0,532.5319,0,52.2042,0,0,49.451,58.543,0,64,58.543,52.2042,58.543,65,64,110004,25,39.1,110018,20,31.2,110009,12,18.8,2496046,19,HOSPITAL MUNICIPAL MATERNO INFANTIL CACOAL
2023,110149,200,1,45,2,15,605.0342,266.7359,79.0308,1194.4895,605.0342,266.7359,0,0,0,225.4707,79.0308,1194.4895,63,266.7359,281.4434,218.6317,263,63,110012,17,27,110020,15,23.8,110004,9,14.3,4001303,15,HOSPITAL DE BASE PORTO VELHO
2023,110150,126,0,38,28,7,541.0163,93.411,79.0308,0,541.0163,202.718,0,0,0,36.1687,79.0308,0,73,79.0308,202.718,79.0308,199,73,110149,28,38.4,110032,15,20.5,110012,9,12.3,7218656,28,HOSPITAL REGIONAL DE SAO FRANCISCO
2023,110155,0,0,1,47,0,0,118.4456,30.7192,0,0,118.4456,37.7921,0,0,0,30.7192,0,48,30.7192,37.7921,30.7192,48,48,110015,28,58.3,110012,10,20.8,110170,8,16.7,2496879,11,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2023,110160,0,0,11,62,0,0,314.5385,32.9319,0,0,314.5385,32.9319,0,0,89.9183,75.15,0,73,75.15,32.9319,75.15,73,73,110011,35,47.9,110015,18,24.7,110012,8,11,2808609,27,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2023,110170,66,0,1,95,6,397.7961,148.6188,64.99,0,397.7961,148.6188,55.2905,0,0,0,64.99,0,102,64.99,55.2905,64.99,168,102,110015,51,50,110012,37,36.3,110020,6,5.9,2495279,27,HOSPITAL DR CLAUDIONOR COUTO RORIZ
2023,110175,1,0,24,43,0,0,100.1099,120.3165,0,0,328.4461,77.3936,0,0,100.1099,120.3165,0,67,100.1099,77.3936,120.3165,68,67,110011,21,31.3,110015,18,26.9,110002,12,17.9,2808609,20,HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU
2023,110180,0,0,0,67,2,352.2697,0,36.1885,0,352.2697,0,79.0224,0,352.2697,0,36.1885,0,69,36.1885,79.0224,36.1885,69,69,110015,53,76.8,110012,12,17.4,110020,2,2.9,2496879,31,HOSPITAL MUNICIPAL DRA LAURA MARIA BRAGA
2023,120001,17,3,0,228,0,0,0,121.0182,392.3086,0,0,121.0182,392.3086,0,0,121.0182,2174.9247,231,121.0182,121.0182,121.0182,248,231,120040,226,97.8,110020,2,0.9,120038,2,0.9,2000733,125,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120005,104,0,27,100,0,0,344.5089,111.0253,0,0,344.5089,0,0,0,344.5089,111.0253,0,127,111.0253,344.5089,111.0253,231,127,120010,100,78.7,120040,27,21.3,,,,2001500,100,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2023,120010,424,2,93,0,0,0,234.3166,0,2275.8831,0,234.3166,0,2275.8831,0,234.3166,0,0,95,234.3166,234.3166,234.3166,519,95,120040,93,97.9,110020,1,1.1,355030,1,1.1,2000733,57,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120013,1,0,1,254,0,0,261.1962,26.1739,0,0,0,26.1739,0,0,261.1962,26.1739,0,255,26.1739,26.1739,26.1739,256,255,120040,254,99.6,120010,1,0.4,,,,2000733,165,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120017,0,0,1,179,0,0,152.3683,82.2347,0,0,0,82.2347,0,0,152.3683,82.2347,0,180,82.2347,82.2347,82.2347,180,180,120040,176,97.8,120045,3,1.7,120010,1,0.6,2000733,129,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120020,1516,2,21,1,0,0,636.8377,33.3976,1030.6686,0,636.8377,0,0,0,636.8377,33.3976,1030.6686,24,636.8377,636.8377,636.8377,1540,24,120040,20,83.3,120033,1,4.2,120050,1,4.2,2000733,16,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120025,3,0,54,224,0,0,230.9522,5.8382,0,0,230.9522,0,0,0,230.9522,5.8382,0,278,5.8382,230.9522,5.8382,281,278,120010,224,80.6,120040,54,19.4,,,,2001500,224,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2023,120030,664,1,44,36,0,0,363.9453,276.523,12.6752,0,363.9453,0,0,0,363.9453,276.523,12.6752,81,363.9453,363.9453,276.523,745,81,120040,41,50.6,120020,22,27.2,120060,13,16,2000733,25,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120032,190,0,44,39,0,0,226.9878,635.668,0,0,0,635.668,0,0,226.9878,635.668,0,83,226.9878,635.668,226.9878,273,83,120040,39,47,120060,37,44.6,120020,6,7.2,2000121,36,HOSPITAL DR SANSAO GOMES
2023,120033,33,0,3,318,0,0,659.6993,33.3976,0,0,0,0,0,0,659.6993,33.3976,0,321,33.3976,0,33.3976,354,321,120020,318,99.1,120040,3,0.9,,,,2000296,318,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2023,120034,112,0,0,172,0,0,0,227.2886,0,0,0,227.2886,0,0,0,227.2886,0,172,227.2886,227.2886,227.2886,284,172,120040,113,65.7,120050,57,33.1,120043,2,1.2,2000733,90,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120035,144,0,6,254,0,0,635.668,72.9459,0,0,635.668,0,0,0,635.668,72.9459,0,260,72.9459,635.668,72.9459,404,260,120020,253,97.3,120040,6,2.3,120033,1,0.4,2000296,251,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2023,120038,35,1,2,211,0,0,276.5058,84.7061,658.4617,0,0,84.7061,658.4617,0,276.5058,84.7061,0,214,84.7061,84.7061,84.7061,249,214,120040,210,98.1,120010,2,0.9,110002,1,0.5,2000733,141,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120039,70,1,1,154,0,0,689.0277,76.8519,152.3586,0,0,0,0,0,689.0277,76.8519,152.3586,156,76.8519,0,76.8519,226,156,120020,153,98.1,120033,1,0.6,120040,1,0.6,2000296,153,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2023,120040,5131,13,1,3,0,0,234.3166,144.0117,3650.632,0,0,0,3650.632,0,234.3166,144.0117,986.7813,17,986.7813,3650.632,376.3582,5148,17,110012,2,11.8,120050,2,11.8,355030,2,11.8,2000865,2,HOSPITAL JOAO CANCIO FERNANDES
2023,120042,7,0,1,271,0,0,627.1391,16.0712,0,0,0,0,0,0,627.1391,16.0712,0,272,16.0712,0,16.0712,279,272,120020,268,98.5,120033,3,1.1,120040,1,0.4,2000296,268,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2023,120043,124,0,0,77,0,0,0,320.2905,0,0,0,320.2905,0,0,0,320.2905,0,77,320.2905,320.2905,320.2905,201,77,120040,56,72.7,120034,17,22.1,120050,3,3.9,2000733,51,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120045,20,0,1,324,0,0,661.4452,21.0835,0,0,0,21.0835,0,0,661.4452,21.0835,0,325,21.0835,21.0835,21.0835,345,325,120040,323,99.4,120020,1,0.3,120038,1,0.3,2000733,212,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120050,629,2,1,151,0,0,379.2818,144.0117,511.2704,0,0,144.0117,655.8224,0,379.2818,144.0117,366.7185,154,144.0117,144.0117,144.0117,783,154,120040,151,98.1,110020,1,0.6,120010,1,0.6,2000733,114,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,120060,1039,0,20,65,0,0,411.4449,228.1575,0,0,411.4449,0,0,0,411.4449,228.1575,0,85,228.1575,411.4449,228.1575,1124,85,120020,64,75.3,120040,20,23.5,120030,1,1.2,2000296,64,HOSPITAL DA MULHER E DA CRIANCA DO JURUA
2023,120070,35,1,147,120,0,0,187.1862,71.7264,1135.8232,0,187.1862,0,0,0,187.1862,71.7264,1135.8232,268,187.1862,187.1862,71.7264,303,268,120040,146,54.5,120010,120,44.8,110004,1,0.4,2001500,120,HOSPITAL DE CLINICAS RAIMUNDO CHAAR
2023,120080,3,0,0,340,0,0,0,60.4966,0,0,0,60.4966,0,0,0,60.4966,0,340,60.4966,60.4966,60.4966,343,340,120040,338,99.4,120045,1,0.3,120050,1,0.3,2000733,205,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,130000,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,13,130260,12,92.3,120040,1,7.7,,,,3151794,5,MATERNIDADE DE REFERENCIA ANA BRAGA
2023,130002,259,0,0,45,1,673.2232,0,11.2304,0,0,0,11.2304,0,673.2232,0,11.2304,0,46,11.2304,11.2304,124.4258,305,46,130420,44,95.7,130260,1,2.2,130280,1,2.2,2016141,42,HOSPITAL REGIONAL DE TEFE
2023,130006,232,0,0,6,2,1214.2289,0,6.1531,0,1214.2289,0,0,0,1214.2289,0,6.1531,0,8,7.9192,1214.2289,6.1531,240,8,130370,4,50,130260,2,25,130390,1,12.5,3220966,3,UNIDADE HOSPITALAR DE SANTO ANTONIO DO ICA
2023,130008,159,0,16,17,0,0,218.9584,316.1265,0,0,218.9584,0,0,0,218.9584,316.1265,0,33,218.9584,218.9584,316.1265,192,33,130250,16,48.5,130260,16,48.5,130010,1,3,2013258,16,HOSPITAL GERAL DE MANACAPURU
2023,130010,172,0,16,19,0,0,255.2778,70.2874,0,0,255.2778,0,0,0,255.2778,70.2874,0,35,255.2778,255.2778,162.7826,207,35,130260,16,45.7,130130,7,20,130250,7,20,2013258,7,HOSPITAL GERAL DE MANACAPURU
2023,130014,266,5,0,0,2,1100.1865,0,0,604.6935,1100.1865,0,0,604.6935,0,0,0,807.7368,7,807.7368,852.44,807.7368,273,7,110020,2,28.6,130260,2,28.6,110002,1,14.3,2019558,2,MATERNIDADE BALBINA MESTRINHO
2023,130020,207,11,1,73,2,1613.7669,2321.1555,38.3099,2319.0998,1613.7669,0,0,0,0,2321.1555,38.3099,2319.0998,87,38.3099,1613.7669,38.3099,294,87,130406,44,50.6,130060,29,33.3,120020,11,12.6,7459831,42,MATERNIDADE ENFERMEIRA CELINA VILLACREZ RUIZ
2023,130030,711,0,1,100,4,413.2732,244.7326,146.5208,0,0,0,146.5208,0,413.2732,244.7326,146.5208,0,105,146.5208,146.5208,146.5208,816,105,130260,95,90.5,130310,5,4.8,130190,3,2.9,3151794,35,MATERNIDADE DE REFERENCIA ANA BRAGA
2023,130040,456,3,1,6,0,0,594.4243,409.2514,465.3617,0,0,409.2514,0,0,594.4243,409.2514,465.3617,10,409.2514,409.2514,465.3617,466,10,130260,6,60,140010,3,30,130320,1,10,2019558,2,MATERNIDADE BALBINA MESTRINHO
2023,130050,457,0,0,320,8,485.0043,0,50.4066,0,485.0043,0,50.4066,0,485.0043,0,50.4066,0,328,50.4066,50.4066,50.4066,785,328,130340,315,96,130260,8,2.4,130068,5,1.5,2016893,214,HOSPITAL PADRE COLOMBO
2023,130060,856,0,1,118,3,1584.189,925.4142,8.732,0,1584.189,925.4142,0,0,1584.189,0,8.732,0,122,8.732,1254.8016,8.732,978,122,130406,117,95.9,130260,3,2.5,130370,1,0.8,7459831,111,MATERNIDADE ENFERMEIRA CELINA VILLACREZ RUIZ
2023,130063,339,0,34,58,0,0,257.8679,355.036,0,0,257.8679,0,0,0,257.8679,355.036,0,92,257.8679,257.8679,355.036,431,92,130250,38,41.3,130260,33,35.9,130008,19,20.7,2013258,38,HOSPITAL GERAL DE MANACAPURU
2023,130068,223,0,12,24,5,375.8058,130.696,62.1128,0,375.8058,0,119.1932,0,375.8058,130.696,62.1128,0,41,119.1932,119.1932,109.4477,264,41,130290,13,31.7,130340,11,26.8,130440,9,22,2018144,13,HOSPITAL DE MAUES DONA MUNDIQUINHA
2023,130070,532,193,0,0,0,0,0,0,223.1406,0,0,0,223.1406,0,0,0,223.1406,193,223.1406,223.1406,223.1406,725,193,120040,130,67.4,120050,62,32.1,310670,1,0.5,2000733,100,MATERNIDADE E CLINICAS DE MULHERES BARBARA HELIODORA
2023,130080,478,0,0,1,198,89.8638,0,1669.9294,0,322.9488,0,0,0,89.8638,0,1669.9294,0,199,89.8638,322.9488,89.8638,677,199,130310,146,73.4,130260,45,22.6,130030,6,3,2011905,145,UNIDADE HOSPITALAR DE NOVA OLINDA DO NORTE
2023,130083,145,0,15,11,0,0,184.1843,94.6299,0,0,184.1843,0,0,0,0,94.6299,0,26,184.1843,184.1843,94.6299,171,26,130260,15,57.7,130250,10,38.5,130008,1,3.8,2013258,10,HOSPITAL GERAL DE MANACAPURU
2023,130090,172,10,2,2,0,0,864.9593,10.0387,415.8571,0,864.9593,0,415.8571,0,0,10.0387,532.939,14,415.8571,415.8571,212.9479,186,14,110020,9,64.3,130240,2,14.3,130260,2,14.3,4001303,8,HOSPITAL DE BASE PORTO VELHO
2023,130100,523,0,0,4,8,1367.6779,0,7.5395,0,1367.6779,0,0,0,1367.6779,0,7.5395,0,12,1367.6779,1367.6779,7.5395,535,12,130260,8,66.7,130195,4,33.3,,,,2013568,4,UNIDADE HOSPITALAR DE ITAMARATI
