CODMUNRES,ANO,Obito_MIF_investigado_com_Ficha_Sintese,Obito_MIF_investigado_sem_Ficha_Sintese,TOTAL_OBITOS_MULHER_IDADE_FERTIL
171570,2019,2,0,2
171570,2020,3,0,3
171575,2012,1,0,1
171575,2013,1,0,1
171575,2014,3,0,3
171575,2015,3,0,3
171575,2016,1,0,1
171575,2017,6,0,6
171575,2018,2,1,3
171575,2019,1,0,1
171575,2020,2,0,2
171610,2012,17,0,18
171610,2013,11,0,11
171610,2014,20,0,20
171610,2015,19,0,19
171610,2016,17,1,18
171610,2017,20,0,20
171610,2018,15,0,15
171610,2019,12,0,12
171610,2020,23,0,23
171620,2012,2,0,2
171620,2013,3,0,3
171620,2014,3,0,6
171620,2015,0,1,2
171620,2016,2,0,2
171620,2017,3,0,3
171620,2018,5,0,5
171620,2019,3,0,3
171620,2020,2,0,2
171630,2013,0,0,1
171630,2015,0,0,1
171630,2016,0,0,1
171630,2017,1,0,1
171630,2019,2,0,2
171630,2020,2,0,2
171650,2012,6,0,6
171650,2013,4,0,4
171650,2014,5,0,6
171650,2015,5,1,8
171650,2016,7,0,7
171650,2017,5,0,5
171650,2018,7,0,7
171650,2019,6,0,6
171650,2020,7,0,7
171660,2012,5,0,5
171660,2013,3,0,3
171660,2014,3,0,3
171660,2015,4,0,4
171660,2016,3,0,3
171660,2017,2,0,2
171660,2018,1,0,1
171660,2019,4,0,4
171660,2020,2,0,2
171665,2012,1,0,1
171665,2013,4,0,4
171665,2014,1,0,1
171665,2016,1,0,1
171665,2017,3,0,3
171665,2018,1,0,1
171665,2019,1,0,1
171665,2020,1,0,1
171670,2012,5,0,5
171670,2013,1,0,1
171670,2014,6,0,6
171670,2015,4,0,4
171670,2016,2,0,2
171670,2017,3,0,3
171670,2018,1,0,1
171700,2012,1,0,1
171700,2013,2,0,2
171700,2014,1,0,1
171700,2015,1,0,1
171700,2016,2,0,3
171700,2017,1,0,1
171700,2020,1,0,1
171720,2012,2,0,2
171720,2014,1,0,1
171720,2018,0,0,1
171720,2019,1,0,2
171720,2020,1,0,1
171750,2012,4,0,4
171750,2013,4,0,4
171750,2014,4,1,5
171750,2015,1,0,1
171750,2016,3,0,3
171750,2017,4,0,4
171750,2018,3,0,3
171750,2019,2,0,2
171750,2020,4,0,4
171780,2012,2,0,2
171780,2016,2,0,2
171780,2017,4,0,4
171780,2018,2,0,2
171780,2019,2,0,2
171780,2020,1,0,1
171790,2012,2,0,2
171790,2013,2,0,2
171790,2015,1,1,2
171790,2016,0,1,1
171790,2018,2,0,2
171790,2019,2,0,2
171790,2020,2,0,2
171800,2012,1,0,1
171800,2016,1,0,1
171800,2017,2,0,2
171800,2018,1,0,1
171820,2012,25,0,25
171820,2013,15,0,15
171820,2014,20,0,20
171820,2015,22,0,22
171820,2016,19,0,19
171820,2017,14,0,14
171820,2018,23,0,24
171820,2019,24,0,24
171820,2020,22,0,22
171830,2013,4,0,4
171830,2014,2,0,2
171830,2015,3,0,3
171830,2016,5,0,5
171830,2018,2,0,2
171830,2019,4,0,4
171830,2020,3,0,3
171840,2012,1,0,1
171840,2013,2,0,2
171840,2014,2,0,2
171840,2017,1,0,1
171840,2018,1,0,1
171845,2012,1,0,1
171845,2014,1,0,1
171845,2015,3,0,3
171845,2018,1,0,1
171845,2019,1,0,1
171845,2020,3,0,3
171850,2012,2,0,2
171850,2013,1,0,1
171850,2014,1,0,1
171850,2015,0,0,1
171850,2017,1,0,1
171850,2019,1,0,1
171855,2015,2,0,2
171855,2016,2,0,2
171855,2017,1,0,1
171855,2018,1,0,1
171855,2019,1,0,1
171855,2020,1,0,1
171865,2013,1,0,1
171865,2020,1,0,1
171870,2013,2,0,2
171870,2014,1,0,1
171870,2015,0,0,1
171870,2016,2,0,2
171870,2017,2,0,2
171870,2018,1,0,1
171875,2012,2,0,2
171875,2014,1,0,1
171875,2015,1,0,1
171875,2016,1,0,1
171875,2017,2,0,2
171875,2019,1,0,1
171875,2020,1,0,1
171880,2012,2,0,2
171880,2014,2,0,2
171880,2016,2,0,3
171880,2017,1,0,1
171880,2018,1,0,2
171880,2019,1,0,1
171880,2020,3,0,3
171884,2012,2,0,2
171884,2013,2,0,2
171884,2014,2,0,2
171884,2015,2,0,2
171884,2017,1,0,1
171884,2018,2,0,2
171884,2020,2,0,2
171886,2012,2,0,2
171886,2013,3,0,3
171886,2014,4,0,4
171886,2015,1,0,1
171886,2017,2,0,2
171886,2018,0,0,1
171886,2019,5,1,6
171886,2020,2,0,2
171888,2014,2,0,2
171888,2015,1,0,1
171888,2016,1,0,1
171888,2018,0,1,1
171888,2020,1,0,1
171889,2012,2,0,2
171889,2014,0,0,1
171889,2016,1,0,1
171889,2018,1,0,1
171890,2013,2,0,2
171890,2014,2,0,2
171890,2015,4,0,4
171890,2016,2,0,2
171890,2017,1,0,1
171890,2018,2,0,2
171890,2019,2,0,2
171890,2020,1,0,1
171900,2015,2,0,2
171900,2016,3,0,3
171900,2019,2,0,2
171900,2020,1,0,1
172000,2012,1,0,1
172000,2013,1,0,1
172000,2015,1,0,2
172000,2017,1,0,1
172000,2019,1,0,1
172000,2020,2,0,2
172010,2012,3,0,3
172010,2013,1,0,1
172010,2014,2,0,2
172010,2016,1,0,1
172010,2017,1,0,1
172010,2019,0,0,1
172010,2020,3,0,3
172015,2012,1,0,1
172015,2013,1,0,1
172015,2020,1,0,1
172020,2012,6,0,6
172020,2013,3,0,3
172020,2014,4,0,4
172020,2015,3,0,3
172020,2016,1,0,1
172020,2017,3,0,3
172020,2018,6,0,6
172020,2020,4,0,4
172025,2012,4,0,4
172025,2014,1,0,1
172025,2015,3,0,3
172025,2016,2,0,2
172025,2017,2,0,2
172025,2018,1,0,1
172030,2013,1,0,1
172030,2017,3,0,3
172030,2018,5,0,5
172049,2012,1,0,1
172049,2013,2,0,2
172049,2014,2,0,2
172049,2015,2,0,2
172049,2016,2,0,2
172049,2017,2,0,2
172065,2012,2,0,2
172065,2013,2,0,2
172065,2014,1,0,1
172065,2015,2,0,2
172065,2016,2,0,2
172065,2017,2,0,2
172065,2018,3,0,3
172065,2019,4,0,4
172065,2020,2,0,2
172080,2012,1,0,1
172080,2013,4,0,4
172080,2014,7,0,7
172080,2015,3,0,3
172080,2016,1,0,1
172080,2017,3,0,3
172080,2018,2,0,2
172080,2019,2,0,2
172080,2020,2,0,2
172085,2012,1,0,1
172085,2013,1,0,1
172085,2016,1,0,1
172085,2017,1,0,1
172085,2018,1,0,1
172085,2019,1,0,1
172090,2012,5,0,5
172090,2013,4,0,4
172090,2014,4,0,4
172090,2015,4,1,5
172090,2016,5,0,5
172090,2017,3,0,3
172090,2018,2,0,2
172090,2019,4,0,4
172090,2020,5,0,5
172093,2014,1,0,1
172093,2016,1,0,1
172093,2019,1,0,1
172093,2020,2,0,2
172097,2012,1,0,1
172097,2013,2,0,2
172097,2014,2,0,2
172097,2015,2,0,2
172097,2016,1,0,1
172097,2017,2,0,2
172097,2019,1,0,1
172097,2020,1,0,1
172100,2012,81,1,82
172100,2013,83,0,86
172100,2014,85,0,86
172100,2015,96,0,96
172100,2016,69,0,69
172100,2017,87,0,87
172100,2018,82,0,82
172100,2019,80,0,80
172100,2020,84,0,84
172110,2012,2,0,2
172110,2013,4,0,4
172110,2014,2,0,2
172110,2015,2,0,2
172110,2016,2,0,2
172110,2017,3,0,3
172110,2018,1,0,2
172110,2019,3,0,3
172110,2020,3,0,3
172120,2012,3,0,3
172120,2013,9,0,9
172120,2014,4,0,4
172120,2015,12,0,12
172120,2016,7,0,7
172120,2017,9,0,9
172120,2018,6,0,6
172120,2019,5,0,5
172120,2020,8,0,8
172125,2012,1,0,1
172125,2016,1,0,1
172130,2014,1,0,1
172130,2016,0,0,1
172208,2012,2,0,2
172208,2013,5,0,5
172208,2014,6,0,6
172208,2015,5,0,5
172208,2016,2,0,2
172208,2017,1,0,1
172208,2019,4,0,4
172208,2020,3,0,3
172210,2012,6,0,6
172210,2013,6,0,6
172210,2014,7,0,7
172210,2015,7,0,7
172210,2016,4,1,5
172210,2017,3,0,3
172210,2018,4,0,4
172210,2019,7,0,7
172210,2020,4,0,4
210000,2012,0,0,3
210000,2013,0,0,3
210000,2014,0,0,1
210000,2015,0,0,1
210000,2016,0,1,4
210000,2017,0,0,2
210000,2018,0,1,4
210000,2019,0,0,1
210000,2020,0,0,2
210005,2012,18,0,30
210005,2013,30,0,44
210005,2014,28,0,34
210005,2015,13,0,20
210005,2016,36,0,36
210005,2017,43,0,43
210005,2018,30,0,30
210005,2019,24,0,27
210005,2020,41,0,46
210010,2012,1,0,3
210010,2013,1,0,1
210010,2014,4,0,4
210010,2015,3,0,3
210010,2016,2,0,3
210010,2017,5,0,5
210010,2018,3,0,3
210010,2019,1,0,1
210010,2020,1,0,2
210015,2012,0,0,2
210015,2013,0,1,2
210015,2014,0,0,1
210015,2015,4,0,5
210015,2016,4,0,4
210015,2017,4,0,4
210015,2018,2,0,3
210015,2019,0,0,1
210020,2012,0,1,4
210020,2013,5,0,6
210020,2014,1,1,5
210020,2015,0,2,10
210020,2016,0,2,7
210020,2017,6,0,6
210020,2018,3,0,3
210020,2019,2,0,3
210020,2020,2,0,6
210030,2012,8,0,8
210030,2013,5,0,5
210030,2014,2,0,3
210030,2015,7,0,14
210030,2016,2,4,13
210030,2017,10,0,10
210030,2018,5,0,5
210030,2019,6,0,6
210030,2020,6,0,6
210040,2012,0,0,1
210040,2013,1,0,2
210040,2014,1,0,2
210040,2015,0,0,2
210040,2016,0,0,1
210040,2017,3,0,3
210040,2018,2,0,2
210040,2019,2,0,2
210040,2020,1,0,1
210043,2012,0,0,8
210043,2013,0,2,18
210043,2014,8,0,9
210043,2015,7,0,7
210043,2016,0,1,8
210043,2017,9,1,10
210043,2018,0,0,7
210043,2019,3,0,10
210043,2020,2,0,11
210047,2012,2,0,9
210047,2013,2,0,6
210047,2014,3,1,7
210047,2015,1,0,8
210047,2016,0,1,13
210047,2017,7,0,7
210047,2018,7,0,7
210047,2019,3,0,3
210047,2020,7,0,7
210050,2012,0,0,3
210050,2013,0,0,4
210050,2015,1,0,5
210050,2016,0,0,1
210050,2017,3,0,3
210050,2018,2,0,2
210050,2019,4,0,4
210050,2020,2,0,2
210055,2012,0,0,2
210055,2015,0,1,4
210055,2016,0,0,3
210055,2017,0,1,1
210055,2019,0,0,4
210055,2020,0,0,3
210060,2012,11,0,13
210060,2013,12,0,13
210060,2014,14,0,14
210060,2015,13,0,13
210060,2016,17,0,17
210060,2017,17,0,17
210060,2018,12,0,12
210060,2019,6,0,7
210060,2020,21,0,21
210070,2012,0,0,3
210070,2013,0,0,9
210070,2014,1,0,3
210070,2015,7,0,7
210070,2016,6,0,9
210070,2017,6,0,6
210070,2018,4,0,5
210070,2019,4,0,4
210070,2020,7,0,7
210080,2012,2,0,2
210080,2013,1,1,4
210080,2014,0,1,4
210080,2015,0,1,2
210080,2016,6,0,7
210080,2017,5,0,5
210080,2019,4,0,4
210083,2012,0,0,4
210083,2013,1,0,2
210083,2014,0,2,4
210083,2015,3,0,5
210083,2016,6,0,6
210083,2017,6,0,6
210083,2018,2,0,4
210083,2019,1,0,3
210083,2020,6,0,6
210087,2013,1,0,3
210087,2014,0,0,5
210087,2015,1,1,2
210087,2016,0,0,2
210087,2017,3,1,4
210087,2018,1,0,1
210087,2019,1,0,1
210087,2020,1,0,3
210090,2012,0,1,16
210090,2013,9,0,9
210090,2014,7,0,7
210090,2015,9,0,9
210090,2016,11,0,11
210090,2017,6,0,6
210090,2018,6,0,6
210090,2019,7,0,8
210090,2020,6,4,13
210095,2012,0,4,11
210095,2013,0,0,8
210095,2014,4,0,9
210095,2015,4,0,8
210095,2016,1,0,8
210095,2017,10,0,10
210095,2018,9,0,9
210095,2019,15,0,16
210095,2020,8,0,9
210100,2012,0,1,7
210100,2013,0,0,10
210100,2014,0,0,11
210100,2015,2,1,14
210100,2016,5,0,8
210100,2017,10,0,10
210100,2018,5,0,5
210100,2019,9,0,9
210100,2020,11,0,11
210110,2012,0,1,1
210110,2013,1,0,3
210110,2014,3,0,3
210110,2016,1,0,1
210110,2017,1,0,1
210110,2018,4,0,4
210110,2019,1,0,1
210110,2020,3,0,3
210120,2012,35,4,43
210120,2013,36,1,37
210120,2014,36,1,38
210120,2015,27,2,36
210120,2016,2,6,36
210120,2017,32,0,32
210120,2018,39,0,39
210120,2019,31,0,31
210120,2020,52,1,53
210125,2012,0,0,2
210125,2013,1,0,1
210125,2014,1,1,5
210125,2015,7,0,8
210125,2016,3,0,4
210125,2017,10,0,10
210125,2018,3,0,3
210125,2019,2,0,2
210125,2020,7,1,12
210130,2012,0,1,5
210130,2013,0,2,6
210130,2014,0,9,13
210130,2015,0,1,2
210130,2016,4,0,4
210130,2017,6,0,6
210130,2018,4,0,5
210130,2019,3,0,3
210130,2020,3,0,3
210135,2013,0,0,3
210135,2014,0,0,1
210135,2015,0,0,1
210135,2016,1,0,1
210135,2017,4,0,4
210140,2012,22,0,24
210140,2013,26,1,36
210140,2014,23,0,29
210140,2015,28,0,29
210140,2016,33,0,41
210140,2017,35,0,35
210140,2018,39,0,39
210140,2019,49,0,49
210140,2020,47,0,47
210150,2012,0,0,7
210150,2013,0,0,4
210150,2014,0,0,4
210150,2015,0,0,3
210150,2016,0,0,5
210150,2017,5,0,6
210150,2018,1,0,4
210150,2019,0,0,8
210150,2020,0,0,7
210160,2012,19,0,21
210160,2013,29,1,32
210160,2014,25,2,29
210160,2015,21,5,28
210160,2016,29,1,33
210160,2017,31,0,31
210160,2018,25,0,25
210160,2019,25,0,25
210160,2020,36,0,44
210170,2012,5,4,11
210170,2013,14,0,15
210170,2014,13,0,13
210170,2015,18,0,18
210170,2016,14,0,14
210170,2017,15,0,15
210170,2018,12,0,13
210170,2019,20,0,20
210170,2020,15,0,15
210173,2013,0,0,2
210173,2014,1,0,1
210173,2015,3,0,3
210173,2017,4,0,4
210173,2018,5,0,5
210173,2019,3,0,3
210173,2020,1,0,1
210177,2012,3,0,4
210177,2013,5,0,5
210177,2014,5,1,6
210177,2015,3,0,3
210177,2016,6,0,6
210177,2018,3,0,3
210177,2019,4,0,4
210177,2020,4,0,4
210180,2012,0,0,1
210180,2013,0,0,1
210180,2014,1,0,2
210180,2016,0,0,1
210180,2018,0,0,4
210190,2012,0,2,5
210190,2013,1,0,2
210190,2014,2,0,3
210190,2015,0,0,1
210190,2016,0,0,3
210190,2017,8,0,8
210190,2018,5,0,5
210190,2019,6,0,6
210190,2020,9,0,9
210193,2012,1,0,3
210193,2013,0,0,1
210193,2014,0,0,1
210193,2015,0,0,1
210193,2016,0,0,2
210193,2017,1,0,1
210193,2018,3,0,3
210193,2019,1,0,2
210197,2012,0,0,5
210197,2014,1,0,2
210197,2015,0,0,1
210197,2016,0,0,3
210197,2017,1,0,1
210197,2018,3,0,3
210197,2020,0,0,2
210200,2012,12,0,12
210200,2013,10,2,15
210200,2014,9,0,10
210200,2015,9,0,9
210200,2016,14,0,14
210200,2017,10,0,10
210200,2018,17,0,17
210200,2019,14,0,14
210200,2020,10,0,10
210203,2012,10,0,11
210203,2013,4,0,4
210203,2014,12,0,12
210203,2015,9,0,12
210203,2016,10,0,11
210203,2017,9,0,9
210203,2018,8,0,8
210203,2019,4,0,5
210203,2020,13,0,13
210207,2012,1,0,6
210207,2013,0,0,2
210207,2014,0,0,4
210207,2015,0,0,2
210207,2016,3,0,6
210207,2017,4,0,4
210207,2018,2,2,4
210207,2019,2,0,2
210207,2020,1,0,4
210210,2012,6,0,7
210210,2013,5,0,7
210210,2014,8,0,9
210210,2015,2,0,4
210210,2016,8,0,9
210210,2017,11,0,11
210210,2018,7,0,8
210210,2019,4,0,11
210210,2020,13,0,13
210215,2012,0,0,7
210215,2014,0,0,3
210215,2015,0,1,2
210215,2016,2,0,2
210215,2017,3,0,3
210215,2018,1,0,2
210215,2019,3,0,4
210215,2020,1,0,1
210220,2012,2,0,7
210220,2013,1,1,6
210220,2014,0,0,6
210220,2015,1,1,4
210220,2016,3,0,4
210220,2017,12,0,12
210220,2018,5,0,5
210220,2019,9,0,9
210220,2020,3,0,5
210230,2012,1,2,6
210230,2013,0,0,7
210230,2014,0,0,11
210230,2015,5,0,5
210230,2016,6,5,11
210230,2017,1,3,4
210230,2018,0,4,5
210230,2019,2,0,7
210230,2020,1,0,9
210232,2012,1,0,18
210232,2013,23,0,25
210232,2014,14,0,20
210232,2015,17,0,18
210232,2016,24,0,24
210232,2017,21,0,21
210232,2018,25,0,26
210232,2019,14,0,18
210232,2020,22,0,27
210235,2012,3,0,3
210235,2013,4,0,5
210235,2014,3,0,3
210235,2015,2,0,4
210235,2016,3,0,3
210235,2017,2,0,6
210235,2018,8,0,8
210235,2019,2,0,2
210235,2020,2,0,2
210237,2012,0,0,4
210237,2013,0,1,4
210237,2014,0,2,3
210237,2015,1,0,1
210237,2016,0,0,3
210237,2017,3,0,3
210237,2018,4,0,4
210237,2020,3,0,3
210240,2012,0,0,3
210240,2013,0,0,1
210240,2014,0,1,2
210240,2015,0,0,3
210240,2017,1,0,1
210240,2018,3,0,4
210240,2019,1,0,2
210240,2020,0,0,4
210250,2012,0,0,2
210250,2013,0,0,6
210250,2014,1,2,13
210250,2015,0,1,2
210250,2016,5,0,6
210250,2017,7,0,7
210250,2018,3,0,4
210250,2019,2,0,3
210250,2020,0,0,3
210255,2012,2,0,3
210255,2013,4,0,5
210255,2014,5,0,5
210255,2015,4,0,4
210255,2016,3,0,3
210255,2017,6,0,6
210255,2018,10,0,10
210255,2019,6,0,6
210255,2020,7,0,8
210260,2012,10,0,10
210260,2013,1,0,1
210260,2014,5,0,5
210260,2015,6,0,6
210260,2016,7,0,7
210260,2017,5,0,5
210260,2018,6,0,6
210260,2019,4,0,4
210260,2020,4,0,4
210270,2012,6,0,7
210270,2013,2,0,3
210270,2014,0,1,11
210270,2015,7,0,7
210270,2016,9,0,9
210270,2017,6,0,6
210270,2018,4,0,4
210270,2019,4,0,4
210270,2020,10,0,10
210275,2012,5,0,5
210275,2013,6,0,6
210275,2014,4,0,5
210275,2015,1,0,1
210275,2016,2,0,2
210275,2017,4,0,4
210275,2018,3,0,3
210275,2019,5,0,5
210275,2020,3,0,3
210280,2012,1,0,7
210280,2013,3,0,3
210280,2014,7,0,9
210280,2015,2,3,12
210280,2016,8,0,9
210280,2017,3,1,6
210280,2018,9,0,10
210280,2019,7,0,10
210280,2020,13,0,13
210290,2012,0,5,9
210290,2013,0,0,10
210290,2014,0,0,2
210290,2015,1,0,6
210290,2016,9,0,11
210290,2017,9,0,9
210290,2018,6,0,6
210290,2019,10,0,10
210290,2020,4,0,6
210300,2012,54,0,54
210300,2013,48,2,52
210300,2014,58,0,58
210300,2015,47,0,47
210300,2016,57,0,57
210300,2017,53,0,53
210300,2018,52,0,52
210300,2019,34,0,34
210300,2020,61,0,61
210310,2012,0,1,3
210310,2015,1,0,1
210310,2016,2,0,3
210310,2017,3,0,3
210310,2018,2,0,2
210310,2019,0,0,1
210310,2020,0,0,3
210312,2013,0,0,2
210312,2015,0,0,1
210312,2016,2,0,5
210312,2017,2,0,3
210312,2019,3,0,3
210312,2020,0,0,1
210315,2012,1,0,4
210315,2013,0,0,1
210315,2014,0,0,3
210315,2015,1,0,2
210315,2018,0,0,1
210315,2019,0,0,4
210315,2020,1,0,1
210317,2012,3,0,3
210317,2013,1,0,1
210317,2015,4,0,4
210317,2016,7,0,7
210317,2017,5,0,5
210317,2018,3,0,6
210317,2019,4,0,9
210317,2020,5,0,5
210320,2012,16,0,19
210320,2013,20,0,20
210320,2014,36,0,36
210320,2015,23,0,23
210320,2016,22,0,26
210320,2017,23,0,23
210320,2018,26,0,27
210320,2019,32,0,34
210320,2020,25,0,29
210325,2012,0,0,5
210325,2013,0,0,3
210325,2014,0,0,3
210325,2015,5,0,9
210325,2016,3,0,6
210325,2018,3,0,3
210325,2019,5,0,5
210325,2020,1,0,2
210330,2012,36,0,36
210330,2013,33,0,34
210330,2014,39,0,40
210330,2015,43,0,43
210330,2016,50,0,50
210330,2017,39,0,39
210330,2018,40,0,40
210330,2019,40,0,41
210330,2020,56,0,56
210340,2012,18,0,19
210340,2013,18,0,19
210340,2014,12,0,12
210340,2015,11,1,12
210340,2016,20,0,20
210340,2017,15,0,15
210340,2018,13,0,13
210340,2019,13,0,13
210340,2020,20,0,20
210350,2012,2,0,12
210350,2013,3,1,6
210350,2014,3,1,9
210350,2015,7,2,15
210350,2016,9,1,17
210350,2017,15,0,15
210350,2018,8,0,8
210350,2019,14,0,14
210350,2020,19,0,22
210355,2012,0,1,4
210355,2013,0,1,5
210355,2014,0,1,4
210355,2015,0,0,1
210355,2016,1,0,4
210355,2018,6,0,6
210355,2019,4,0,4
210355,2020,4,0,4
210360,2012,2,2,28
210360,2013,7,1,17
210360,2014,21,2,24
210360,2015,1,1,21
210360,2016,22,0,23
210360,2017,14,0,15
210360,2018,22,0,22
210360,2019,23,0,24
210360,2020,19,0,20
210370,2012,3,1,11
210370,2013,12,0,12
210370,2014,9,0,9
210370,2015,7,0,7
210370,2016,7,0,8
210370,2017,7,0,7
210370,2018,11,0,11
210370,2019,12,0,12
210370,2020,13,0,15
210375,2012,0,0,4
210375,2013,2,0,2
210375,2014,7,0,7
210375,2015,1,0,5
210375,2016,0,0,6
210375,2017,4,0,4
210375,2018,6,0,6
210375,2019,3,0,5
210375,2020,3,0,4
210380,2012,2,0,13
210380,2013,1,0,9
210380,2014,1,1,2
210380,2015,3,0,9
210380,2016,2,6,13
210380,2017,9,0,9
210380,2018,3,0,4
210380,2019,4,0,5
210380,2020,6,0,6
210390,2012,2,1,3
210390,2013,0,1,1
210390,2014,2,0,2
210390,2015,1,0,1
210390,2016,2,0,3
210390,2017,2,0,2
210390,2018,3,0,3
210390,2019,4,0,4
210390,2020,3,0,3
210400,2012,3,0,3
210400,2013,5,0,5
210400,2014,3,1,7
210400,2015,3,0,3
210400,2016,6,0,6
210400,2017,9,0,9
210400,2018,3,0,3
210400,2019,6,0,6
210400,2020,9,0,9
210405,2012,8,0,8
210405,2013,9,0,9
210405,2014,9,0,9
210405,2015,11,0,11
210405,2016,14,0,14
210405,2017,13,0,13
210405,2018,17,0,17
210405,2019,11,0,11
210405,2020,12,0,12
210407,2012,0,0,2
210407,2013,0,0,5
210407,2016,2,0,3
210407,2017,2,0,2
210407,2019,2,0,2
210407,2020,0,0,3
210408,2012,0,0,2
210408,2013,0,1,2
210408,2014,0,0,2
210408,2015,0,0,4
210408,2016,0,1,3
210408,2017,4,0,4
210408,2018,2,0,2
210408,2019,4,0,4
210408,2020,6,0,6
210409,2012,0,0,1
210409,2013,4,0,4
210409,2014,5,0,7
210409,2015,1,0,1
210409,2016,6,0,7
210409,2017,2,0,2
210409,2018,4,0,4
210409,2019,7,0,7
210409,2020,5,0,6
210410,2012,0,0,3
210410,2013,4,0,4
210410,2014,5,0,5
210410,2015,7,0,7
210410,2016,0,0,6
210410,2017,5,0,5
210410,2018,3,0,3
210410,2019,3,0,3
210410,2020,2,0,2
210420,2012,0,3,4
210420,2013,1,1,4
210420,2014,0,3,8
210420,2015,3,4,8
210420,2016,3,3,7
210420,2017,4,0,4
210420,2018,9,0,9
210420,2019,1,0,1
210420,2020,10,0,12
210430,2012,2,0,4
210430,2013,2,0,5
210430,2014,0,0,4
210430,2015,1,0,1
210430,2016,2,0,2
210430,2017,4,0,4
210430,2018,2,0,2
210430,2019,3,0,4
210430,2020,4,0,5
210440,2012,4,0,8
210440,2013,1,0,2
210440,2014,1,0,2
210440,2015,1,0,3
210440,2016,1,0,1
210440,2017,2,0,3
210440,2018,1,0,1
210440,2019,1,0,4
210440,2020,1,0,5
210450,2013,0,0,4
210450,2014,0,0,6
210450,2015,1,0,3
210450,2016,2,0,4
210450,2017,4,0,6
210450,2018,1,0,2
210450,2019,1,0,3
210450,2020,1,0,4
210455,2012,0,0,6
210455,2013,4,0,4
210455,2014,9,0,9
210455,2015,8,0,8
210455,2016,8,0,8
210455,2017,10,0,10
210455,2018,4,0,4
210455,2019,6,0,6
210455,2020,5,0,5
210460,2012,1,0,3
210460,2013,2,0,6
210460,2014,0,0,5
210460,2015,1,0,4
210460,2016,3,2,7
210460,2017,4,0,4
210460,2018,2,0,5
210460,2019,8,0,9
210460,2020,2,0,2
210462,2012,0,0,2
210462,2013,1,0,2
210462,2014,0,0,1
210462,2015,2,0,4
210462,2016,0,0,1
210462,2019,2,0,4
210462,2020,1,0,4
210465,2012,1,0,1
210465,2013,0,1,1
210465,2014,5,0,5
210465,2015,1,0,2
210465,2016,4,0,4
210465,2017,2,0,2
210465,2018,2,0,2
210465,2019,3,0,3
210465,2020,2,0,2
210467,2012,0,0,12
210467,2013,0,1,7
210467,2014,0,1,7
210467,2015,0,1,7
210467,2016,2,1,4
210467,2017,6,0,8
210467,2018,5,0,5
210467,2019,3,1,6
210467,2020,8,0,12
210470,2012,0,0,3
210470,2013,0,1,3
210470,2014,1,1,3
210470,2015,0,0,1
210470,2016,3,0,4
210470,2017,1,0,1
210470,2018,0,0,2
210470,2019,1,0,3
210470,2020,0,0,2
210480,2012,7,0,21
210480,2013,25,0,25
210480,2014,30,0,30
210480,2015,16,0,23
210480,2016,22,0,31
210480,2017,24,0,24
210480,2018,28,0,28
210480,2019,18,0,18
210480,2020,36,0,36
210490,2012,0,0,3
210490,2013,1,0,2
210490,2014,0,0,2
210490,2015,1,0,1
210490,2016,6,0,6
210490,2017,1,0,1
210490,2019,3,0,3
210490,2020,3,0,3
210500,2012,10,0,10
210500,2013,11,0,12
210500,2014,3,0,3
210500,2015,7,0,7
210500,2016,10,0,10
210500,2017,7,0,7
210500,2018,9,0,9
210500,2019,5,0,5
210500,2020,8,0,10
210510,2012,1,0,4
210510,2013,0,1,4
210510,2014,0,1,5
210510,2015,1,1,4
210510,2016,7,0,8
210510,2017,5,0,5
210510,2018,4,0,6
210510,2019,9,0,9
210510,2020,4,3,9
210515,2012,3,0,3
210515,2013,2,0,4
210515,2014,3,4,9
210515,2015,2,1,5
210515,2016,1,0,2
210515,2017,7,0,8
210515,2018,5,0,7
210515,2019,6,0,6
210515,2020,5,0,5
210520,2012,2,0,4
210520,2013,0,0,3
210520,2014,0,0,2
210520,2015,0,0,2
210520,2016,2,1,3
210520,2017,2,0,2
210520,2018,4,0,4
210520,2019,2,0,2
210520,2020,1,0,1
210530,2012,112,0,112
210530,2013,107,1,111
210530,2014,106,0,106
210530,2015,104,0,104
210530,2016,118,0,119
210530,2017,102,0,103
210530,2018,99,0,99
210530,2019,101,0,101
210530,2020,105,0,107
210535,2012,3,0,3
210535,2013,4,0,4
210535,2014,0,0,6
210535,2015,2,0,2
210535,2016,6,0,6
210535,2017,6,0,6
210535,2018,3,0,3
210535,2019,1,0,2
210535,2020,9,0,11
210540,2012,15,0,18
210540,2013,24,0,26
210540,2014,17,0,17
210540,2015,21,2,25
210540,2016,17,0,17
210540,2017,17,0,17
210540,2018,25,0,25
210540,2019,22,0,22
210540,2020,25,0,28
210542,2012,4,0,10
210542,2013,2,0,8
210542,2014,14,0,15
210542,2015,11,0,11
210542,2016,11,0,11
210542,2017,10,0,11
210542,2018,5,0,5
210542,2019,2,0,4
210542,2020,6,0,15
210545,2012,4,0,4
210545,2013,2,0,2
210545,2014,2,0,4
210545,2015,2,0,2
210545,2016,1,0,3
210545,2017,0,0,1
210545,2019,1,0,2
210545,2020,1,0,4
210547,2012,1,0,2
210547,2013,0,0,2
210547,2014,0,1,4
210547,2015,0,1,3
210547,2016,0,0,3
210547,2017,4,0,4
210547,2018,3,0,3
210547,2019,5,0,5
210547,2020,6,0,6
210550,2012,4,0,5
210550,2013,7,0,9
210550,2014,12,0,12
210550,2015,10,0,10
