"CD_MUNICIPIO_BENEFICIARIO","ano","ans_30_a_39","ans_40_a_49","ans_menor_30","ans_total"
291640,2020,0,1,0,1
291640,2021,4,1,1,6
291640,2022,1,1,1,3
291660,2017,1,0,1,2
291680,2019,1,0,1,2
291685,2022,1,0,0,1
291700,2017,0,0,2,2
291700,2019,2,0,0,2
291710,2015,1,0,0,1
291710,2017,1,0,0,1
291710,2021,1,1,0,2
291710,2022,1,0,0,1
291730,2018,0,1,0,1
291730,2021,1,0,0,1
291735,2019,1,0,0,1
291740,2022,1,0,0,1
291750,2015,7,0,3,10
291750,2016,6,0,2,8
291750,2017,3,0,2,5
291750,2018,3,1,2,6
291750,2019,8,0,2,10
291750,2020,1,0,3,4
291750,2021,7,2,6,15
291750,2022,5,2,5,12
291760,2016,0,0,1,1
291770,2016,1,0,0,1
291770,2018,1,0,0,1
291770,2019,1,0,1,2
291770,2020,1,1,0,2
291770,2021,1,0,1,2
291770,2022,1,0,1,2
291780,2017,1,0,0,1
291800,2015,5,2,2,9
291800,2016,6,1,1,8
291800,2017,2,0,1,3
291800,2018,3,4,5,12
291800,2019,1,0,2,3
291800,2020,1,0,0,1
291800,2021,1,0,2,3
291800,2022,1,0,0,1
291820,2019,0,1,0,1
291820,2022,1,0,0,1
291830,2018,0,0,1,1
291835,2015,0,1,0,1
291835,2016,1,0,0,1
291835,2022,1,0,0,1
291840,2015,9,2,5,16
291840,2016,5,3,5,13
291840,2017,20,9,15,44
291840,2018,21,1,11,33
291840,2019,14,7,14,35
291840,2020,7,1,7,15
291840,2021,15,4,5,24
291840,2022,4,2,10,16
291880,2015,1,0,0,1
291880,2016,1,0,0,1
291880,2022,1,0,0,1
291890,2022,0,1,0,1
291920,2015,30,5,21,56
291920,2016,26,5,17,48
291920,2017,51,9,25,85
291920,2018,30,8,10,48
291920,2019,33,9,15,57
291920,2020,37,8,11,56
291920,2021,27,12,6,45
291920,2022,28,7,16,51
291940,2022,2,0,0,2
291950,2015,0,0,1,1
291950,2018,0,1,0,1
291955,2015,1,0,3,4
291955,2016,4,0,3,7
291955,2017,5,0,5,10
291955,2018,3,0,2,5
291955,2019,5,0,0,5
291955,2020,2,0,3,5
291955,2021,3,0,1,4
291955,2022,2,1,0,3
291960,2016,1,0,0,1
291980,2015,0,0,1,1
291992,2015,1,0,1,2
291992,2016,1,0,0,1
291992,2017,2,0,1,3
291992,2019,2,0,0,2
291992,2020,2,0,1,3
291992,2022,0,1,0,1
291995,2022,0,0,1,1
292050,2015,0,1,0,1
292050,2017,1,0,0,1
292050,2021,0,0,1,1
292050,2022,1,0,0,1
292060,2016,0,0,1,1
292060,2021,1,0,0,1
292070,2017,0,0,1,1
292070,2018,0,0,1,1
292070,2022,1,0,0,1
292100,2015,1,0,2,3
292100,2016,2,0,0,2
292100,2017,2,0,0,2
292100,2018,0,0,1,1
292100,2019,1,2,0,3
292100,2020,3,0,4,7
292100,2021,5,0,1,6
292100,2022,3,1,1,5
292105,2022,0,1,0,1
292110,2015,0,0,1,1
292110,2017,0,0,1,1
292110,2019,2,0,0,2
292110,2021,0,0,2,2
292120,2015,0,1,0,1
292120,2017,0,0,1,1
292120,2022,1,0,0,1
292130,2016,0,0,1,1
292150,2015,2,0,0,2
292150,2016,1,1,0,2
292170,2018,1,0,0,1
292170,2019,1,0,0,1
292190,2015,1,0,0,1
292190,2022,0,2,0,2
292200,2015,1,0,3,4
292200,2016,3,0,1,4
292200,2017,1,0,7,8
292200,2018,11,1,7,19
292200,2019,3,0,4,7
292200,2020,4,1,1,6
292200,2021,3,1,6,10
292200,2022,8,1,6,15
292205,2022,0,0,1,1
292210,2017,1,0,0,1
292220,2017,1,0,1,2
292220,2021,1,0,0,1
292230,2018,1,1,0,2
292230,2019,1,0,0,1
292240,2015,0,0,1,1
292240,2017,0,1,0,1
292240,2021,1,0,0,1
292240,2022,1,1,0,2
292250,2016,1,0,0,1
292250,2017,1,0,0,1
292250,2020,1,0,0,1
292250,2021,1,0,0,1
292250,2022,1,0,0,1
292265,2019,1,0,0,1
292300,2015,1,0,1,2
292300,2016,2,0,1,3
292300,2017,1,0,1,2
292300,2018,4,0,2,6
292300,2019,2,0,1,3
292300,2020,2,0,2,4
292300,2021,2,0,2,4
292300,2022,2,0,0,2
292330,2018,1,0,0,1
292350,2015,1,0,0,1
292350,2016,0,0,1,1
292380,2018,0,0,1,1
292380,2020,1,0,0,1
292400,2015,1,1,0,2
292400,2016,1,1,0,2
292400,2017,1,0,3,4
292400,2018,0,0,2,2
292400,2019,0,4,1,5
292400,2020,4,0,0,4
292400,2021,2,1,2,5
292400,2022,2,0,0,2
292405,2015,1,0,0,1
292405,2016,1,0,0,1
292405,2018,1,0,0,1
292430,2019,0,0,1,1
292460,2019,0,0,1,1
292470,2020,0,1,0,1
292470,2021,1,0,0,1
292480,2019,1,0,0,1
292500,2017,1,0,0,1
292510,2015,1,0,0,1
292510,2016,1,1,0,2
292510,2022,1,0,0,1
292520,2015,0,1,3,4
292520,2016,1,2,8,11
292520,2017,3,1,2,6
292520,2018,2,1,1,4
292520,2019,0,1,3,4
292520,2020,3,2,2,7
292520,2021,1,1,0,2
292520,2022,2,0,1,3
292525,2018,1,0,0,1
292530,2015,5,1,2,8
292530,2016,6,3,4,13
292530,2017,4,1,1,6
292530,2018,1,1,5,7
292530,2019,5,1,2,8
292530,2020,8,3,0,11
292530,2021,6,0,1,7
292530,2022,3,1,3,7
292540,2015,1,0,0,1
292550,2015,1,0,1,2
292550,2016,1,0,0,1
292550,2019,0,1,0,1
292550,2021,0,1,0,1
292550,2022,1,0,0,1
292560,2021,0,0,1,1
292580,2015,1,0,0,1
292595,2018,1,0,0,1
292595,2019,1,1,0,2
292595,2021,1,0,0,1
292600,2015,2,0,0,2
292600,2016,2,0,0,2
292600,2017,3,0,1,4
292600,2019,0,0,1,1
292600,2020,2,0,0,2
292600,2021,1,0,0,1
292620,2019,1,1,0,2
292630,2016,0,0,1,1
292630,2017,2,0,0,2
292640,2022,1,0,0,1
292660,2015,0,0,1,1
292660,2016,0,0,1,1
292660,2019,3,0,1,4
292660,2020,3,0,0,3
292660,2021,6,0,0,6
292660,2022,1,0,0,1
292665,2021,0,0,1,1
292670,2015,1,0,0,1
292690,2017,1,0,0,1
292700,2015,1,0,1,2
292720,2016,1,0,1,2
292720,2022,1,0,0,1
292740,2015,274,69,177,520
292740,2016,277,58,132,467
292740,2017,418,103,238,759
292740,2018,254,56,117,427
292740,2019,254,63,137,454
292740,2020,229,71,102,402
292740,2021,211,75,115,401
292740,2022,212,71,108,391
292750,2016,1,0,0,1
292750,2018,0,0,1,1
292750,2020,0,1,0,1
292750,2021,3,0,0,3
292770,2015,2,0,1,3
292770,2019,2,0,0,2
292770,2020,1,0,0,1
292780,2019,1,0,0,1
292790,2018,0,1,0,1
292790,2020,0,1,0,1
292790,2021,1,0,0,1
292800,2017,1,0,0,1
292805,2015,1,0,0,1
292805,2020,0,0,1,1
292805,2022,0,0,1,1
292810,2016,0,0,2,2
292810,2022,1,0,0,1
292820,2018,1,0,0,1
292820,2019,0,0,1,1
292820,2020,1,0,0,1
292820,2022,1,0,0,1
292830,2016,1,0,0,1
292860,2017,0,1,0,1
292860,2018,1,0,0,1
292860,2022,1,0,0,1
292870,2015,4,0,1,5
292870,2016,6,2,4,12
292870,2017,7,0,3,10
292870,2018,3,0,0,3
292870,2019,5,1,0,6
292870,2020,5,0,0,5
292870,2021,6,1,1,8
292870,2022,4,2,0,6
292880,2015,1,0,0,1
292880,2016,0,1,0,1
292880,2017,2,1,0,3
292880,2018,1,0,0,1
292880,2019,1,0,1,2
292880,2020,2,1,0,3
292880,2022,0,0,1,1
292890,2019,0,0,1,1
292910,2015,0,0,1,1
292910,2018,0,1,0,1
292925,2015,1,0,0,1
292930,2016,0,0,2,2
292930,2017,3,0,0,3
292930,2021,2,2,0,4
292930,2022,1,0,1,2
292935,2016,0,1,0,1
292935,2018,0,1,0,1
292937,2018,0,0,1,1
292940,2021,0,1,0,1
292950,2017,2,1,0,3
292950,2018,2,0,0,2
292950,2019,2,0,0,2
292950,2020,0,0,2,2
292950,2021,1,0,0,1
292960,2022,0,1,0,1
292990,2015,1,0,0,1
292990,2017,0,0,1,1
292990,2019,1,0,0,1
293010,2015,3,0,0,3
293010,2017,0,1,3,4
293010,2018,2,0,0,2
293010,2019,0,0,1,1
293010,2020,0,1,2,3
293010,2021,1,0,2,3
293010,2022,0,1,1,2
293020,2015,0,1,0,1
293020,2016,1,0,0,1
293020,2017,1,0,0,1
293020,2018,1,0,0,1
293020,2019,0,0,1,1
293020,2020,2,0,0,2
293020,2022,1,1,0,2
293050,2015,1,0,2,3
293050,2017,4,0,2,6
293050,2018,1,0,0,1
293050,2019,0,0,1,1
293050,2020,4,0,1,5
293050,2021,2,0,0,2
293050,2022,1,2,1,4
293060,2018,0,0,1,1
293060,2021,2,0,0,2
293070,2015,4,1,8,13
293070,2016,4,1,3,8
293070,2017,8,2,5,15
293070,2018,3,0,2,5
293070,2019,5,0,0,5
293070,2020,6,1,0,7
293070,2021,1,1,0,2
293070,2022,4,0,3,7
293076,2021,0,0,1,1
293077,2015,1,0,0,1
293077,2017,3,1,0,4
293077,2018,3,1,0,4
293077,2019,1,0,1,2
293077,2020,0,1,0,1
293077,2021,0,0,2,2
293110,2017,0,0,1,1
293135,2015,4,1,7,12
293135,2016,8,1,8,17
293135,2017,13,1,4,18
293135,2018,9,1,8,18
293135,2019,4,3,5,12
293135,2020,7,0,5,12
293135,2021,4,0,3,7
293135,2022,8,2,1,11
293140,2022,0,1,0,1
293150,2015,0,1,0,1
293150,2016,0,1,0,1
293150,2017,3,0,0,3
293150,2019,1,0,1,2
293150,2022,0,0,1,1
293190,2020,0,0,1,1
293200,2017,2,0,0,2
293200,2018,2,0,0,2
293200,2021,1,0,0,1
293220,2017,1,0,0,1
293220,2018,0,0,1,1
293230,2018,1,0,0,1
293230,2020,1,0,0,1
293245,2022,0,0,1,1
293250,2015,0,0,1,1
293250,2016,1,0,0,1
293250,2019,0,0,4,4
293250,2022,0,1,0,1
293270,2015,1,0,0,1
293270,2017,0,0,1,1
293290,2015,0,0,3,3
293290,2016,1,1,0,2
293290,2017,0,0,1,1
293290,2018,2,1,2,5
293290,2019,1,0,0,1
293290,2022,2,0,0,2
293320,2015,0,0,1,1
293320,2016,1,0,0,1
293320,2017,1,0,1,2
293325,2021,0,1,0,1
293330,2015,22,3,10,35
293330,2016,14,4,10,28
293330,2017,22,9,17,48
293330,2018,18,1,9,28
293330,2019,9,6,11,26
293330,2020,4,2,2,8
293330,2021,12,4,4,20
293330,2022,16,5,14,35
293360,2015,3,0,0,3
293360,2016,1,0,0,1
293360,2019,1,0,0,1
293360,2021,1,0,0,1
310000,2015,2,0,0,2
310000,2016,3,1,1,5
310000,2017,6,3,1,10
310000,2018,1,1,0,2
310000,2019,3,3,0,6
310000,2020,5,0,0,5
310000,2021,3,1,0,4
310000,2022,2,3,0,5
310010,2016,0,0,1,1
310010,2017,0,0,1,1
310010,2020,0,0,2,2
310010,2021,0,0,2,2
310010,2022,3,0,0,3
310020,2015,1,0,0,1
310020,2016,1,0,0,1
310020,2017,2,1,3,6
310020,2018,4,2,0,6
310020,2019,0,1,0,1
310020,2020,2,0,1,3
310020,2021,2,1,0,3
310020,2022,3,0,1,4
310030,2016,2,0,0,2
310030,2017,1,0,0,1
310030,2018,2,0,1,3
310030,2019,1,0,3,4
310030,2021,2,0,0,2
310030,2022,1,0,0,1
310050,2016,1,0,0,1
310050,2018,1,0,3,4
310050,2022,1,0,0,1
310060,2021,1,0,1,2
310070,2016,1,0,0,1
310070,2017,0,0,1,1
310070,2022,1,0,0,1
310080,2020,0,1,0,1
310090,2018,1,0,1,2
310090,2019,1,0,0,1
310090,2021,0,0,1,1
310110,2015,1,0,0,1
310110,2016,1,0,0,1
310110,2018,1,0,0,1
310110,2019,1,0,0,1
310110,2020,0,1,0,1
310110,2022,0,2,0,2
310120,2022,1,0,0,1
310130,2017,1,0,0,1
310130,2021,1,0,0,1
310140,2016,1,0,1,2
310150,2017,0,0,3,3
310150,2018,1,0,0,1
310150,2019,1,1,1,3
310150,2020,1,0,0,1
310150,2021,2,0,1,3
310150,2022,1,0,0,1
310160,2015,6,0,4,10
310160,2016,6,2,2,10
310160,2017,11,2,7,20
310160,2018,9,0,2,11
310160,2019,7,3,4,14
310160,2020,16,1,4,21
310160,2021,8,3,2,13
310160,2022,7,1,5,13
310163,2017,1,0,0,1
310163,2018,1,0,0,1
310170,2016,1,0,2,3
310170,2017,1,1,3,5
310170,2018,0,0,1,1
310170,2019,1,1,1,3
310170,2020,2,1,0,3
310170,2021,3,0,2,5
310170,2022,2,1,1,4
310180,2019,2,0,0,2
310190,2015,0,0,2,2
310190,2017,1,1,3,5
310190,2018,1,1,1,3
310190,2021,1,0,1,2
310190,2022,1,0,0,1
310200,2016,1,0,0,1
310200,2018,1,0,0,1
310200,2021,1,1,0,2
310205,2019,0,0,1,1
310205,2020,1,0,0,1
310205,2022,1,0,0,1
310210,2016,1,0,0,1
310210,2020,0,0,1,1
310210,2021,1,0,0,1
310230,2015,1,0,1,2
310230,2016,1,0,0,1
310230,2017,2,0,0,2
310230,2018,0,0,2,2
310230,2019,1,0,0,1
310230,2022,1,0,1,2
310240,2019,0,0,1,1
310250,2017,0,0,1,1
310250,2020,1,0,0,1
310250,2021,0,0,2,2
310260,2015,2,0,2,4
310260,2016,4,0,0,4
310260,2017,5,1,2,8
310260,2018,5,0,3,8
310260,2019,3,0,1,4
310260,2020,2,0,1,3
310260,2021,2,0,1,3
310260,2022,1,1,2,4
310280,2017,0,0,1,1
310280,2019,0,1,0,1
310280,2021,0,1,0,1
310290,2017,2,0,0,2
310290,2019,2,1,0,3
310290,2022,0,0,1,1
310300,2015,0,0,1,1
310300,2016,1,1,0,2
310300,2017,0,0,2,2
310300,2018,1,0,0,1
310320,2015,1,0,0,1
310340,2015,1,0,1,2
310340,2016,1,0,1,2
310340,2017,2,0,1,3
310340,2018,1,0,0,1
310340,2019,1,1,0,2
310340,2020,1,2,0,3
310340,2022,1,0,0,1
310350,2015,3,0,10,13
310350,2016,15,3,5,23
310350,2017,6,0,9,15
310350,2018,13,0,3,16
310350,2019,10,3,6,19
310350,2020,10,5,3,18
310350,2021,6,0,6,12
310350,2022,6,3,1,10
310360,2021,1,0,0,1
310375,2016,1,0,0,1
310375,2017,1,0,1,2
310375,2018,1,0,1,2
310375,2019,1,0,0,1
310375,2021,1,0,0,1
310375,2022,1,0,0,1
310380,2019,0,0,1,1
310380,2020,1,0,1,2
310380,2022,0,0,2,2
310390,2015,3,0,0,3
310390,2016,1,0,1,2
310390,2017,7,0,4,11
310390,2018,2,0,3,5
310390,2019,6,1,6,13
310390,2020,3,1,1,5
310390,2021,4,1,1,6
310390,2022,10,0,0,10
310400,2015,5,0,5,10
310400,2016,6,1,1,8
310400,2017,9,2,7,18
310400,2018,13,2,5,20
310400,2019,9,0,11,20
310400,2020,9,6,6,21
310400,2021,6,2,2,10
310400,2022,15,1,6,22
310410,2015,1,0,1,2
310410,2018,0,0,1,1
310410,2019,0,0,2,2
310410,2022,0,2,1,3
310420,2015,5,0,3,8
310420,2016,10,3,5,18
310420,2017,10,0,4,14
310420,2018,5,4,2,11
310420,2019,6,2,4,12
310420,2020,7,1,6,14
310420,2021,2,0,3,5
310420,2022,4,1,1,6
310430,2015,3,0,0,3
310430,2016,0,0,1,1
310430,2018,1,1,0,2
310430,2019,2,0,0,2
310430,2020,0,0,1,1
310430,2022,3,0,1,4
310450,2017,0,0,1,1
310450,2018,1,0,0,1
310450,2019,3,0,0,3
310450,2021,0,1,1,2
310450,2022,1,0,1,2
310460,2015,0,0,1,1
310460,2016,1,0,0,1
310460,2017,1,0,0,1
310460,2018,1,0,0,1
310460,2021,1,0,0,1
310460,2022,1,0,0,1
310470,2021,1,0,0,1
310480,2015,0,0,1,1
310480,2016,1,0,0,1
310490,2022,1,0,0,1
310500,2018,0,0,1,1
310500,2019,1,0,0,1
310500,2021,1,0,0,1
310510,2015,1,0,0,1
310510,2016,1,0,1,2
310510,2017,0,0,1,1
310510,2018,1,1,0,2
310510,2019,1,0,0,1
310510,2020,2,0,0,2
310510,2022,4,0,0,4
310520,2016,1,0,0,1
310530,2015,1,0,0,1
310530,2016,0,1,0,1
310530,2017,2,0,1,3
310530,2018,3,0,0,3
310530,2019,0,1,1,2
310530,2021,1,0,0,1
310530,2022,0,0,1,1
310540,2015,0,1,1,2
310540,2016,5,0,2,7
310540,2017,3,1,2,6
310540,2018,5,0,2,7
310540,2019,1,2,3,6
310540,2020,5,2,1,8
310540,2021,6,0,4,10
310540,2022,5,4,1,10
310550,2021,0,0,1,1
310560,2015,2,2,2,6
310560,2016,12,2,2,16
310560,2017,15,3,3,21
310560,2018,11,3,0,14
310560,2019,6,1,3,10
310560,2020,9,3,2,14
310560,2021,12,1,2,15
310560,2022,7,1,1,9
310570,2018,1,0,0,1
310570,2019,0,0,1,1
310590,2016,0,0,1,1
310590,2017,1,0,0,1
310590,2019,2,1,1,4
310590,2020,1,0,0,1
310590,2021,0,1,0,1
310590,2022,1,0,0,1
310600,2015,1,0,1,2
310600,2017,4,0,0,4
310600,2018,1,0,0,1
310600,2019,3,0,1,4
310600,2020,0,1,2,3
310600,2021,3,0,0,3
310600,2022,1,1,0,2
310610,2017,0,1,0,1
310620,2015,330,73,147,550
310620,2016,389,96,162,647
310620,2017,494,98,172,764
310620,2018,497,119,176,792
310620,2019,451,121,139,711
310620,2020,465,131,168,764
310620,2021,454,148,165,767
310620,2022,474,159,145,778
310630,2015,1,0,1,2
310630,2017,2,1,1,4
310630,2018,0,0,1,1
310630,2019,1,3,1,5
310630,2020,1,0,1,2
310630,2021,2,0,0,2
310640,2015,0,0,1,1
310640,2020,0,1,0,1
310640,2021,0,0,1,1
310650,2020,1,0,0,1
310660,2022,0,1,0,1
310670,2015,36,4,32,72
310670,2016,29,6,20,55
310670,2017,27,7,30,64
310670,2018,55,8,21,84
310670,2019,46,15,18,79
310670,2020,41,15,27,83
310670,2021,40,10,24,74
310670,2022,38,14,21,73
310690,2015,2,0,0,2
310690,2016,0,1,0,1
310690,2017,2,0,1,3
310690,2018,1,0,1,2
310690,2019,2,0,1,3
310710,2017,2,0,0,2
310710,2018,5,0,0,5
310710,2019,5,0,1,6
310710,2021,4,1,0,5
310710,2022,4,0,1,5
310720,2015,1,0,0,1
310730,2016,1,0,1,2
310730,2018,1,0,0,1
310730,2019,2,0,0,2
310730,2020,2,0,0,2
310730,2022,1,0,0,1
310740,2015,5,2,0,7
310740,2016,3,4,2,9
310740,2017,9,2,2,13
310740,2018,7,0,1,8
310740,2019,8,2,3,13
310740,2020,8,2,2,12
310740,2021,7,1,2,10
310740,2022,6,1,1,8
310750,2017,1,0,0,1
310750,2019,0,0,1,1
310750,2021,0,0,1,1
310770,2016,0,0,1,1
310770,2022,0,0,1,1
310780,2015,1,0,0,1
310780,2016,1,0,1,2
310780,2018,1,0,0,1
310780,2019,0,0,1,1
310780,2022,0,1,0,1
310800,2017,0,0,2,2
310800,2018,1,0,0,1
310800,2020,0,0,1,1
310800,2022,0,0,1,1
310810,2015,1,0,0,1
310820,2021,0,1,0,1
310830,2015,2,0,0,2
310830,2016,2,0,0,2
310830,2017,2,1,1,4
310830,2018,2,2,2,6
310830,2019,0,1,1,2
310830,2020,1,0,1,2
310830,2021,1,1,1,3
310830,2022,0,0,1,1
310840,2015,0,0,1,1
310840,2016,1,0,1,2
310840,2017,1,0,2,3
310840,2018,0,0,2,2
310840,2019,3,0,1,4
310840,2020,3,0,0,3
310840,2021,1,0,0,1
310840,2022,0,1,1,2
310855,2015,1,0,0,1
310855,2016,1,1,1,3
310855,2017,1,0,1,2
310855,2018,1,0,4,5
310855,2019,4,0,3,7
310855,2020,4,0,3,7
310855,2021,0,0,2,2
310855,2022,0,0,1,1
310860,2017,1,0,0,1
310860,2018,1,0,0,1
310860,2021,0,0,1,1
310880,2021,1,0,0,1
310890,2016,1,0,0,1
310890,2020,3,0,1,4
310890,2021,1,0,1,2
310890,2022,0,1,0,1
310900,2015,3,0,0,3
310900,2016,3,0,2,5
310900,2017,2,0,0,2
310900,2018,1,0,1,2
310900,2019,2,1,1,4
310900,2020,1,0,1,2
310900,2021,3,0,3,6
310900,2022,2,0,3,5
310910,2016,1,0,0,1
310920,2018,0,1,0,1
310920,2020,0,0,1,1
310930,2015,0,0,1,1
310930,2016,3,0,0,3
310930,2017,1,0,0,1
310930,2018,0,0,1,1
310930,2020,1,0,0,1
310930,2021,1,0,1,2
310940,2017,1,0,0,1
310940,2018,1,0,0,1
310940,2020,1,0,1,2
310940,2021,0,0,1,1
310940,2022,1,0,1,2
310950,2018,3,0,0,3
310950,2021,0,0,1,1
310960,2015,1,0,1,2
310960,2017,2,0,0,2
310960,2019,0,0,1,1
310960,2020,1,0,0,1
310970,2015,0,1,1,2
310970,2016,2,0,1,3
310970,2017,1,0,0,1
310970,2018,0,1,0,1
310970,2019,1,0,1,2
310970,2020,0,0,1,1
310970,2021,1,1,0,2
310970,2022,1,0,1,2
310980,2017,0,0,1,1
310980,2018,1,0,0,1
310990,2015,1,0,1,2
310990,2016,2,0,0,2
310990,2017,1,0,0,1
310990,2018,1,0,0,1
310990,2019,0,1,0,1
310990,2020,0,0,2,2
310990,2022,0,2,0,2
311000,2015,1,0,3,4
311000,2016,1,0,3,4
311000,2017,5,0,5,10
311000,2018,1,1,0,2
311000,2019,1,0,5,6
311000,2020,3,1,1,5
311000,2021,2,0,1,3
311000,2022,7,2,0,9
311020,2015,0,0,1,1
311030,2015,0,0,1,1
311030,2017,0,1,0,1
311030,2018,1,0,0,1
311030,2019,0,0,1,1
311030,2020,0,0,2,2
311050,2015,0,0,3,3
311050,2016,0,0,1,1
311050,2017,1,0,1,2
311050,2018,3,0,1,4
311050,2019,6,0,4,10
311050,2020,1,0,3,4
311050,2021,2,1,3,6
311050,2022,2,1,1,4
311060,2015,7,1,1,9
311060,2016,3,1,0,4
311060,2017,5,0,2,7
311060,2018,5,0,5,10
311060,2019,0,0,1,1
311060,2020,2,0,1,3
311060,2021,1,0,1,2
311060,2022,3,0,2,5
311070,2016,2,0,0,2
311070,2017,2,0,0,2
311070,2018,2,0,0,2
311070,2019,1,2,1,4
311070,2020,0,0,1,1
311070,2021,1,1,0,2
311080,2020,1,0,0,1
311090,2016,2,0,0,2
311090,2017,2,0,0,2
311090,2019,1,0,0,1
311090,2021,1,0,0,1
311090,2022,1,0,0,1
311100,2017,1,0,0,1
311100,2019,1,0,1,2
311100,2020,0,0,1,1
311100,2022,1,1,0,2
311110,2015,0,0,1,1
311110,2016,0,0,1,1
311110,2017,1,0,0,1
311110,2018,0,2,2,4
311110,2019,0,0,1,1
311110,2020,1,1,2,4
311110,2021,1,1,0,2
311110,2022,1,0,0,1
311120,2015,0,1,1,2
311120,2016,1,0,1,2
311120,2017,0,0,1,1
311120,2018,4,0,0,4
311120,2019,3,0,2,5
311120,2020,2,0,0,2
311120,2021,3,0,0,3
311120,2022,1,0,0,1
311130,2020,0,0,1,1
311130,2021,1,0,0,1
311130,2022,1,0,0,1
311140,2015,1,0,2,3
311140,2016,0,0,1,1
311140,2017,2,0,2,4
311140,2018,2,0,1,3
311140,2019,1,0,0,1
311140,2020,1,1,0,2
311140,2021,2,1,1,4
311140,2022,0,0,1,1
311150,2016,0,1,0,1
311150,2018,1,0,0,1
311150,2019,0,0,1,1
311160,2016,1,0,0,1
311160,2017,0,0,2,2
311160,2021,1,0,0,1
311160,2022,0,0,1,1
311180,2015,0,0,1,1
311180,2016,0,0,1,1
311180,2017,2,0,0,2
311180,2018,1,0,0,1
311180,2019,1,0,0,1
311200,2016,1,0,1,2
311200,2020,0,1,0,1
311200,2022,2,0,0,2
311205,2018,1,0,0,1
311210,2018,0,0,1,1
311230,2015,2,0,1,3
311230,2016,2,0,1,3
311230,2017,1,0,0,1
311230,2018,2,1,0,3
311230,2019,2,0,0,2
311230,2020,1,0,1,2
311230,2021,2,0,0,2
311230,2022,1,1,2,4
311240,2015,2,0,0,2
311250,2016,1,0,1,2
311250,2017,1,0,0,1
311250,2018,0,0,1,1
311250,2019,1,0,0,1
311250,2020,0,2,1,3
311250,2021,1,0,0,1
311250,2022,1,0,0,1
311260,2016,0,0,1,1
311260,2018,0,0,1,1
311260,2019,1,0,0,1
311260,2021,0,1,0,1
311265,2019,1,0,0,1
311270,2018,1,0,1,2
311280,2016,1,0,0,1
311280,2017,1,0,0,1
311280,2019,1,0,0,1
311280,2020,1,0,0,1
311280,2022,1,0,0,1
311290,2016,1,0,0,1
311290,2018,3,0,1,4
311290,2019,0,0,1,1
311290,2020,1,0,0,1
311290,2022,0,1,0,1
311300,2019,1,0,0,1
311320,2015,1,0,1,2
311320,2016,1,0,0,1
311320,2017,2,0,0,2
311320,2018,2,0,1,3
311320,2019,0,1,2,3
311320,2020,2,0,0,2
311320,2021,2,0,2,4
311320,2022,1,0,1,2
311330,2015,1,0,0,1
311330,2016,2,1,0,3
311330,2017,3,0,0,3
311330,2018,2,0,1,3
311330,2019,2,1,0,3
311330,2020,2,0,0,2
311330,2021,3,0,1,4
311330,2022,3,0,2,5
311340,2015,2,0,1,3
311340,2016,8,1,2,11
311340,2017,8,1,6,15
311340,2018,8,1,4,13
311340,2019,10,3,5,18
311340,2020,13,0,8,21
311340,2021,6,1,3,10
311340,2022,4,0,1,5
311350,2016,2,1,0,3
311350,2018,1,0,1,2
311350,2019,0,1,0,1
311350,2020,1,0,0,1
311350,2021,0,1,0,1
311350,2022,2,0,0,2
311360,2015,0,0,1,1
311360,2016,0,1,0,1
311360,2021,1,0,0,1
311360,2022,2,0,0,2
311370,2018,1,0,0,1
311370,2021,0,1,1,2
311390,2022,1,0,0,1
311400,2015,2,0,0,2
311400,2016,2,1,1,4
311400,2017,4,1,0,5
311400,2018,2,0,2,4
311400,2019,3,1,0,4
311400,2021,0,0,1,1
311400,2022,2,0,0,2
311410,2015,0,0,2,2
311410,2018,1,0,0,1
311410,2019,1,0,2,3
311420,2015,7,0,1,8
311420,2016,6,2,4,12
311420,2017,10,0,2,12
311420,2018,8,0,4,12
311420,2019,3,3,1,7
311420,2020,5,0,5,10
311420,2021,11,0,6,17
311420,2022,6,0,2,8
311430,2016,0,0,1,1
311430,2019,1,0,0,1
311430,2020,3,0,1,4
311430,2021,2,0,2,4
311430,2022,4,0,1,5
311440,2017,2,0,0,2
311440,2018,0,0,1,1
311440,2019,1,0,0,1
311440,2021,0,1,0,1
311450,2015,1,0,0,1
311450,2016,1,0,0,1
311450,2017,2,1,1,4
311450,2018,0,1,3,4
311450,2019,1,0,1,2
311450,2020,1,0,0,1
311450,2021,1,0,0,1
311450,2022,1,0,0,1
311455,2015,0,0,1,1
311455,2017,2,0,0,2
311455,2018,5,0,1,6
311455,2019,3,0,0,3
311455,2020,1,0,1,2
311455,2021,0,1,2,3
311455,2022,1,0,1,2
311460,2016,1,0,0,1
311460,2020,0,0,1,1
311460,2021,1,0,0,1
311470,2021,1,0,0,1
311480,2022,1,0,0,1
311510,2017,3,0,0,3
311510,2018,0,1,1,2
311510,2019,2,1,0,3
311510,2020,1,0,1,2
311510,2021,0,0,1,1
311510,2022,2,0,2,4
311520,2017,0,0,1,1
311520,2021,0,0,1,1
311530,2015,2,0,1,3
311530,2016,6,1,2,9
311530,2017,4,0,1,5
311530,2018,6,0,1,7
311530,2019,6,1,6,13
311530,2020,5,2,2,9
311530,2021,6,1,2,9
311530,2022,9,1,3,13
311535,2016,1,0,0,1
311535,2017,0,0,1,1
311535,2019,1,0,0,1
311535,2020,1,0,1,2
